"11","2","2","","1","","クロエ分電灯分電盤取付","","","","","","10","既存品再使用","1.00","1.00","4","面","37500","37500","27500","27500","","","","","2.500","2.500","","","","","","","0","","","","2017-02-20 08:57:03","2017-02-20 09:04:16",""
"12","2","2","","1","","クロエ・アイラ分引込開閉器取付","","","","","","8","MCCB3P125A　ボックス共","1.00","1.00","7","個","32000","32000","23690","23690","","","","","1.040","1.040","","","","","","","0","","","","2017-02-20 09:03:50","2017-02-20 09:03:50",""
"13","2","2","","1","","アイラ分電灯参考メーター取付","","","","","","12","単相三線　検定付　100V 120A　中古品","1.00","1.00","7","個","16710","16710","12375","12375","","","","","0.600","0.600","","","","","","","0","","","","2017-02-20 09:08:27","2017-02-20 09:08:27",""
"14","2","2","","1","","アイラ分電灯分電盤取付","","","","","","13","主幹：ELB3P50A　分岐：14回路＋2SP","1.00","1.00","4","面","42120","42120","31200","31200","","","","","1.400","1.400","","","","","","","0","","","","2017-02-20 09:10:19","2017-02-20 09:10:19",""
"15","2","2","","1","","クロエ分動力分電盤取付","","","","","","15","主幹：ELB3P75A　分岐MCB40A×2、4.2A×1","1.00","1.00","4","面","50220","50220","37200","37200","","","","","1.200","1.200","","","","","","","0","","","","2017-02-20 09:14:40","2017-02-20 09:17:14",""
"16","2","2","","1","","給水加圧ポンプ用動力配管配線","","","","","","16","VCTF2mm2-4C(VE22)","1.00","1.00","6","箇所","13720","13720","10160","10160","","","","","0.720","0.720","","","","","","","0","","","","2017-02-20 09:20:34","2017-02-20 09:20:34",""
"17","2","2","","1","","アイラ分動力参考メーター取付","","","","","","17","三相三線　検定付　100V 120A　中古品　屋外用ボックス共","1.00","1.00","7","個","24860","24860","18410","18410","","","","","0.730","0.730","","","","","","","0","","","","2017-02-20 09:22:59","2017-02-20 09:22:59",""
"18","2","2","","1","","アイラ分動力分電盤組替","","","","","","18","主幹：ELB3P30A　分岐MCB20A×2","1.00","1.00","2","式","21470","21470","15900","15900","","","","","0.900","0.900","","","","","","","0","","","","2017-02-20 09:25:22","2017-02-20 09:25:22",""
"22","2","2","","137","","電灯配線","","","","","","19","照明、誘導灯、非常灯、ロスナイ","124.00","124.00","6","箇所","1500","186000","1100","136400","","","","","0.080","9.920","","","","","","","0","","","","2017-02-20 09:54:26","2017-02-20 10:10:40",""
"23","2","2","","76","","スイッチ配線(片切)","","","","","","20","","28.00","28.00","6","箇所","2200","61600","1600","44800","","","","","0.120","3.360","","","","","","","0","","","","2017-02-20 10:03:05","2017-02-20 10:03:47",""
"24","2","2","","78","","スイッチ配線(３路)","","","","","","21","","2.00","2.00","6","箇所","3000","6000","2200","4400","","","","","0.150","0.300","","","","","","","0","","","","2017-02-20 10:04:38","2017-02-20 10:04:38",""
"25","2","2","","1","","スイッチ配線(４路)","","","","","","22","","1.00","1.00","6","箇所","4400","4400","3300","3300","","","","","0.240","0.240","","","","","","","0","","","","2017-02-20 10:05:17","2017-02-20 10:05:17",""
"26","2","2","","80","","コンセント配線(一般)","","","","","","24","","17.00","17.00","6","箇所","2600","44200","1900","32300","","","","","0.140","2.380","","","","","","","0","","","","2017-02-20 10:06:36","2017-02-20 10:06:36",""
"27","2","2","","82","","コンセント配線(Ｅ付)","","","","","","25","","5.00","5.00","6","箇所","3500","17500","2600","13000","","","","","0.175","0.875","","","","","","","0","","","","2017-02-20 10:07:17","2017-02-20 10:07:17",""
"28","2","2","","83","","専用コンセント配線(一般)","","","","","","26","","21.00","21.00","6","箇所","5900","123900","4400","92400","","","","","0.300","6.300","","","","","","","0","","","","2017-02-20 10:08:54","2017-02-20 10:08:54",""
"29","2","2","","85","","専用コンセント配線(Ｅ付)","","","","","","27","","8.00","8.00","6","箇所","7600","60800","5600","44800","","","","","0.360","2.880","","","","","","","0","","","","2017-02-20 10:09:47","2017-02-20 10:09:47",""
"30","2","2","","1","","ロスナイ用スイッチ配線","","","","","","23","","4.00","4.00","6","箇所","6100","24400","4500","18000","","","","","0.320","1.280","","","","","","","0","","","","2017-02-20 10:11:53","2017-02-20 10:11:53",""
"31","2","2","","89","","電話配管","","","","","","28","","2.00","2.00","6","箇所","7700","15400","5700","11400","","","","","0.465","0.930","","","","","","","0","","","","2017-02-20 10:12:28","2017-02-20 10:12:28",""
"33","2","2","","93","","埋込ネームスイッチＢ取付","","","","","","30","ﾌﾙｶﾗｰ　樹脂P　金具共","5.00","5.00","7","個","1200","6000","890","4450","","","","","0.054","0.270","","","","","","","0","","","","2017-02-20 10:20:39","2017-02-20 10:20:39",""
"34","2","2","","1","","埋込遅れ消灯スイッチＢ取付","","","","","","31","ﾌﾙｶﾗｰ　樹脂P　金具共","1.00","1.00","7","個","2740","2740","2030","2030","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:22:10","2017-02-20 10:22:10",""
"35","2","2","","120","","ワイド２１埋込スイッチＢ取付","","","","","","32","金具共","1.00","1.00","7","個","1210","1210","890","890","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:24:58","2017-02-20 10:26:47",""
"36","2","2","","120","","ワイド２１埋込スイッチＢ取付","","","","","","33","ﾈｰﾑ付　金具共","9.00","9.00","7","個","1260","11340","930","8370","","","","","0.054","0.486","","","","","","","0","","","","2017-02-20 10:26:28","2017-02-20 10:26:28",""
"37","2","2","","1","","ワイド２１埋込ほたるスイッチＢ取付","","","","","","34","表示付・ﾈｰﾑ付　金具共","9.00","9.00","7","個","1500","13500","1110","9990","","","","","0.054","0.486","","","","","","","0","","","","2017-02-20 10:32:08","2017-02-20 10:32:24",""
"38","2","2","","1","","ワイド２１埋込ほたるスイッチＣ取付","","","","","","35","表示付　金具共","2.00","2.00","7","個","1810","3620","1340","2680","","","","","0.070","0.140","","","","","","","0","","","","2017-02-20 10:35:16","2017-02-20 10:35:16",""
"39","2","2","","1","","ワイド２１埋込ほたるスイッチＥ取付","","","","","","36","表示付　金具共","1.00","1.00","7","個","2380","2380","1760","1760","","","","","0.070","0.070","","","","","","","0","","","","2017-02-20 10:37:14","2017-02-20 10:37:14",""
"40","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:54:38","2017-02-20 10:54:38",""
"41","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:54:43","2017-02-20 10:54:43",""
"42","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:54:51","2017-02-20 10:54:51",""
"43","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:54:55","2017-02-20 10:54:55",""
"44","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:54:56","2017-02-20 10:54:56",""
"45","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:54:57","2017-02-20 10:54:57",""
"46","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:54:58","2017-02-20 10:54:58",""
"47","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:54:58","2017-02-20 10:54:58",""
"48","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:54:59","2017-02-20 10:54:59",""
"49","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:55:05","2017-02-20 10:55:05",""
"50","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:55:06","2017-02-20 10:55:06",""
"51","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:55:06","2017-02-20 10:55:06",""
"52","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:55:06","2017-02-20 10:55:06",""
"53","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:55:08","2017-02-20 10:55:08",""
"54","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:55:08","2017-02-20 10:55:08",""
"55","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:55:08","2017-02-20 10:55:08",""
"56","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:55:08","2017-02-20 10:55:08",""
"57","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:55:08","2017-02-20 10:55:08",""
"58","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:55:42","2017-02-20 10:55:42",""
"59","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:55:43","2017-02-20 10:55:43",""
"60","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:56:33","2017-02-20 10:56:33",""
"61","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:56:40","2017-02-20 10:56:40",""
"62","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","","","1","<手入力>","","","","","","","","","","","","","","","","","0","","","","2017-02-20 10:57:07","2017-02-20 10:57:07",""
"63","","","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","1","金具共","","","1","<手入力>","","","","","","","","","","","","","","","","","0","","","","2017-02-20 10:57:10","2017-02-20 10:57:10",""
"64","2","2","","1","","ワイド２１ＬＥＤ埋込調光スイッチＣ取付","","","","","","37","金具共","1.00","1.00","7","個","7040","7040","5210","5210","","","","","0.054","0.054","","","","","","","0","","","","2017-02-20 10:57:27","2017-02-20 10:57:59",""
"65","2","2","","1","","ロスナイスイッチ取付","","","","","","39","新金属P　金具共","4.00","4.00","7","個","1290","5160","950","3800","","","","","0.070","0.280","","","","","","","0","","","","2017-02-20 10:59:14","2017-02-20 10:59:14",""
"66","2","2","","122","","ワイド２１埋込ダブルコンセント取付","","","","","","40","金具共","24.00","24.00","7","個","1140","27360","840","20160","","","","","0.054","1.296","","","","","","","0","","","","2017-02-20 11:00:02","2017-02-20 11:00:36",""
"67","2","2","","124","","ワイド２１埋込アースターミナル付ダブルコンセント取付","","","","","","41","金具共","7.00","7.00","7","個","1620","11340","1200","8400","","","","","0.067","0.469","","","","","","","0","","","","2017-02-20 11:02:20","2017-02-20 11:02:20",""
"81","2","2","","1","","ワイド２１　１５Ａ・２０Ａ兼用埋込アースターミナル付接地コンセント取付","","","","","","42","金具共","1.00","1.00","7","個","2020","2020","1490","1490","","","","","0.080","0.080","","","","","","","0","","","","2017-02-20 11:07:05","2017-02-20 11:07:05",""
"82","2","2","","127","","ワイド２１テレホンガイド取付","","","","","","43","金具共","4.00","4.00","7","個","530","2120","390","1560","","","","","0.020","0.080","","","","","","","0","","","","2017-02-20 11:09:35","2017-02-20 11:09:35",""
"83","2","2","","1","","シーリングライト取付","","","","","","44","※器具支給品","86.00","86.00","11","台","3150","270900","2310","198660","","","","","0.210","18.060","","","","","","","0","","","","2017-02-20 11:14:35","2017-02-20 11:14:35",""
"84","2","2","","1","","ペンダントライト取付","","","","","","47","※器具支給品","16.00","16.00","11","台","2250","36000","1650","26400","","","","","0.150","2.400","","","","","","","0","","","","2017-02-20 11:16:02","2017-02-20 11:16:02",""
"85","2","2","","1","","シャンデリア取付","","","","","","48","※器具支給品","1.00","1.00","11","台","4500","4500","3300","3300","","","","","0.300","0.300","","","","","","","0","","","","2017-02-20 11:16:54","2017-02-20 11:16:54",""
"86","2","2","","1","","誘導灯取付","1","1","","","","49","※器具支給品","5.00","5.00","1","台","1950","9750","1430","7150","","","","","0.130","0.650","","","","","","","0","0","1","0","2017-02-20 11:17:58","2018-01-06 08:09:57",""
"87","2","2","","1","","非常灯取付","1","1","","","","50","※器具支給品","8.00","8.00","1","台","3000","24000","2200","17600","","","","","0.200","1.600","","","","","","","0","0","1","0","2017-02-20 11:19:24","2018-01-06 08:10:04",""
"88","2","2","","1","","ライティングダクト(直付形)取付","","","","","","45","※器具支給品","24.00","24.00","8","ｍ","1500","36000","1100","26400","","","","","0.100","2.400","","","","","","","0","","","","2017-02-20 11:21:52","2017-02-20 11:22:18",""
"89","2","2","","1","","スポットライト取付(ダクト用)","","","","","","46","※器具支給品","14.00","14.00","11","台","300","4200","220","3080","","","","","0.020","0.280","","","","","","","0","","","","2017-02-20 11:23:54","2017-02-20 11:23:54",""
"90","2","2","","117","","消耗品雑材料","","","","","","51","","1.00","1.00","2","式","","21830","","16265","","","","","","","","","","","","","0","","","","2017-02-20 11:27:19","2017-02-20 13:57:40",""
"91","2","2","","1","","東北電力申請手続費","","","","","","52","電灯","1.00","1.00","13","契約","15000","15000","11000","11000","","","","","","","","","","","","","0","","","","2017-02-20 11:28:02","2017-02-20 11:28:02",""
"92","2","3","","1","","総合盤用配線","","","","","","1","HP0.9mm-5P","2.00","2.00","6","箇所","8240","16480","6100","12200","","","","","0.360","0.720","","","","","","","0","","","","2017-02-20 13:19:55","2017-02-20 13:19:55",""
"93","2","3","","1","","感知器用配線","","","","","","2","AE0.9mm-2C","14.00","14.00","6","箇所","1330","18620","980","13720","","","","","0.077","1.078","","","","","","","0","","","","2017-02-20 13:26:37","2017-02-20 13:26:37",""
"94","2","3","","1","","受信機","","","","","","3","P型2級　5回線","1.00","1.00","11","台","81000","81000","60000","60000","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:36:53","2017-02-20 13:36:53",""
"95","2","3","","1","","総合盤","","","","","","4","P型2級　埋込型(小型)","1.00","1.00","4","面","10800","10800","8000","8000","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:43:40","2017-02-20 13:43:40",""
"96","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:45:49","2017-02-20 13:45:49",""
"97","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:45:53","2017-02-20 13:45:53",""
"98","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:52","2017-02-20 13:46:52",""
"99","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:53","2017-02-20 13:46:53",""
"100","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:53","2017-02-20 13:46:53",""
"101","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:53","2017-02-20 13:46:53",""
"102","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:53","2017-02-20 13:46:53",""
"103","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:53","2017-02-20 13:46:53",""
"104","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:53","2017-02-20 13:46:53",""
"105","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:53","2017-02-20 13:46:53",""
"106","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:53","2017-02-20 13:46:53",""
"107","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:53","2017-02-20 13:46:53",""
"108","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:54","2017-02-20 13:46:54",""
"109","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:54","2017-02-20 13:46:54",""
"110","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:54","2017-02-20 13:46:54",""
"111","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:54","2017-02-20 13:46:54",""
"112","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:54","2017-02-20 13:46:54",""
"113","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:54","2017-02-20 13:46:54",""
"114","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:54","2017-02-20 13:46:54",""
"115","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:55","2017-02-20 13:46:55",""
"116","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:46:55","2017-02-20 13:46:55",""
"117","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:47:22","2017-02-20 13:47:22",""
"118","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:47:29","2017-02-20 13:47:29",""
"119","","3","","1","","総合盤","","","","","","1","P型2級　埋込型(小型)","1.00","1.00","4","面","","","","","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:47:30","2017-02-20 13:47:30",""
"120","2","3","","1","","総合盤","","","","","","5","P型2級　埋込型(小型)","1.00","1.00","4","面","","既設品再使用","","既設品再使用","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:49:10","2017-02-20 15:16:29",""
"121","2","3","","1","","差動式スポット型感知器","","","","","","6","2種","3.00","3.00","7","個","2025","6075","1500","4500","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:50:58","2017-02-20 14:31:26",""
"122","2","3","","1","","光電式スポット型感知器","","","","","","8","2種","4.00","4.00","7","個","11475","45900","8500","34000","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:51:45","2017-02-20 14:31:44",""
"123","2","3","","1","","機器取付工事費","","","","","","13","","1.00","1.00","2","式","","121500","","90000","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:52:52","2017-02-20 14:45:18",""
"124","2","3","","1","","試験調整費","","","","","","14","","1.00","1.00","2","式","","31000","","23000","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:53:21","2017-02-20 14:46:02",""
"125","2","3","","1","","消防手続費及び立合検査費","","","","","","17","","1.00","1.00","2","式","","54000","","40000","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 13:54:08","2017-02-20 13:54:08",""
"126","2","3","","117","","消耗品雑材料","","","","","","18","","1.00","1.00","2","式","","6445","","4080","","","","","","","","","","","","","0","","","","2017-02-20 13:54:57","2017-02-20 15:17:11",""
"127","2","2","","1","","タイムスイッチ取付","","","","","","38","駐車場水銀灯用　TB5001","1.00","1.00","7","個","7200","7200","5320","5320","","","","","0.070","0.070","","","","","","","0","","","","2017-02-20 13:56:56","2017-02-20 13:56:56",""
"128","2","3","","1","","差動式スポット型感知器","","","","","","7","2種","2.00","2.00","7","個","","既設品再使用","","既設品再使用","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 14:31:06","2017-02-20 15:16:11",""
"129","2","3","","1","","光電式スポット型感知器","","","","","","9","2種","2.00","2.00","7","個","","既設品再使用","","既設品再使用","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 14:32:21","2017-02-20 15:15:51",""
"130","2","3","","1","","電鈴","","","","","","10","DC24V　150Φ　防雨型","1.00","1.00","7","個","9450","9450","7000","7000","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 14:33:45","2017-02-20 14:44:18",""
"131","2","3","","1","","定温式スポット型感知器","","","","","","11","特種　60℃　防水型","1.00","1.00","7","個","1890","1890","1400","1400","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 14:35:04","2017-02-20 14:44:34",""
"132","2","3","","1","","定温式スポット型感知器","","","","","","12","1種　70℃　防水型","2.00","2.00","7","個","1420","2840","1050","2100","","","","","","","","","","","","外注：浅野防災工業","0","","","","2017-02-20 14:35:57","2017-02-20 14:44:52",""
"133","2","3","","1","","消火器","","","","","","15","ABC　10型(ﾘｻｲｸﾙｼｰﾄ含む)","4.00","4.00","15","本","8500","34000","6250","25000","","","","","","","","","","","","","0","","","","2017-02-20 15:25:58","2017-02-20 15:25:58",""
"134","2","3","","1","","シグナルスタンド","","","","","","16","","4.00","4.00","7","個","1000","4000","750","3000","","","","","","","","","","","","","0","","","","2017-02-20 15:27:01","2017-02-20 15:27:17",""
"135","4","11","","1","","ＬＥＤダウンライト","","","","","","1","DDL-5104WW","11.00","11.00","11","台","5500","60500","2090","22990","","","","","","","","","","","","*0.38","0","","","","2017-02-20 16:09:41","2017-02-20 16:10:06",""
"136","4","11","","1","","ＬＥＤスポットライト","","","","","","2","LZS-91733LWE","18.00","18.00","11","台","14800","266400","6660","119880","","","","","","","","","","","","*0.45","0","","","","2017-02-20 16:11:24","2017-02-20 16:11:40",""
"137","4","11","","1","","ＬＥＤベースライト","","","","","","3","LZB-92585XW","1.00","1.00","11","台","2800","2800","1260","1260","","","","","","","","","","","","*0.45","0","","","","2017-02-20 16:13:26","2017-02-20 16:13:26",""
