"45","16","1","1","仮設調査費","","","3","1.00","1.00","2","式","","20000","","","","","","","","0","","","","2017-03-04 10:42:45","2017-03-04 10:42:45"
"46","16","1","1","諸経費","","","4","1.00","1.00","2","式","","6000","","","","","","","","0","","","","2017-03-04 10:42:45","2017-03-04 10:42:45"
"47","18","1","1","多目的ホール音響設備点検","","音声卓､効果卓､ｱﾝﾌﾟ架､ｽﾋﾟｰｶｰ､ﾏｲｸ､ｽﾋﾟｰｶｰｺﾝｾﾝﾄ､ﾜｲﾔﾚｽﾏｲｸ","1","1.00","1.00","2","式","85000","85000","","","","","0","","","0","0","0","0","2017-03-10 15:11:10","2017-03-10 15:11:10"
"48","18","1","1","ﾏｲｸｹｰﾌﾞﾙ､ﾏﾙﾁﾎﾞｯｸｽ､ﾏﾙﾁｹｰﾌﾞﾙ､ﾌﾞﾚｽﾄ","","","2","","","1","<手入力>","","","","","","","","","","0","0","0","0","2017-03-10 15:11:10","2017-03-10 15:11:10"
"49","18","1","1","多目的ホール電源ピット内点検、清掃","","","3","1.00","1.00","2","式","15000","15000","11000","11000","1.000","1.000","","","","0","0","0","0","2017-03-10 15:11:10","2017-03-10 15:11:10"
"50","18","1","1","４階大会議室映像音響設備点検","","操作卓､映写室､ﾏｲｸ､ｽﾋﾟｰｶｰ､移動用機器","4","1.00","1.00","2","式","20000","20000","","","","","0","","","0","0","0","0","2017-03-10 15:11:10","2017-03-10 15:11:10"
"51","18","1","1","５階総合研修室音響設備点検","","ｵｰﾃﾞｨｵﾐｷｻｰ､ﾏｲｸ､ｽﾋﾟｰｶｰ､ﾏｲｸｹｰﾌﾞﾙ､移動用機器","5","1.00","1.00","2","式","20000","20000","","","","","0","","","0","0","0","0","2017-03-10 15:11:10","2017-03-10 15:11:10"
"52","18","1","1","報告書作成","","","6","1.00","1.00","2","式","15000","15000","","","","","0","","","0","0","0","0","2017-03-10 15:11:10","2017-03-10 15:11:10"
"53","18","1","1","諸経費","","","7","1.00","1.00","2","式","","15000","","","","","","","","0","0","0","0","2017-03-10 15:11:10","2017-03-10 15:11:10"
"54","19","1","1","６階研修室音響設備点検","","外部接続ﾊﾟﾈﾙ､ﾊﾟﾀｰﾝｽｲｯﾁ､ｵｰﾃﾞｨｵﾐｷｻｰ､ﾏｲｸ､各研修室ｽﾋﾟｰｶｰ","1","1.00","1.00","2","式","40000","40000","","","","","0","","","0","0","0","0","2017-03-10 15:14:51","2017-03-10 15:14:51"
"55","19","1","1","移動用機器､ﾎﾟｰﾀﾌﾞﾙｱﾝﾌﾟ","","","2","","","1","<手入力>","","","","","","","","","","0","0","0","0","2017-03-10 15:14:51","2017-03-10 15:14:51"
"56","19","1","1","７階マルチメディアホール映像音響設備点検","","音声卓､ﾋﾞﾃﾞｵﾌﾟﾛｼﾞｪｸﾀｰ､映像音響機器収納架､ｽﾋﾟｰｶｰ､操作卓","3","1.00","1.00","2","式","145000","145000","","","","","0","","","0","0","0","0","2017-03-10 15:14:51","2017-03-10 15:14:51"
"57","19","1","1","ﾏｲｸ､ﾏｲｸｽﾀﾝﾄﾞ､ﾏｲｸｹｰﾌﾞﾙ､ｲﾝﾀｰﾎﾝ","","","4","","","1","<手入力>","","","","","","","","","","0","0","0","0","2017-03-10 15:14:51","2017-03-10 15:14:51"
"58","19","1","1","報告書作成","","","5","1.00","1.00","2","式","15000","15000","","","","","0","","","0","0","0","0","2017-03-10 15:14:52","2017-03-10 15:14:52"
"59","19","1","1","諸経費","","","6","1.00","1.00","2","式","","20000","","","","","","","","0","0","0","0","2017-03-10 15:14:52","2017-03-10 15:14:52"
"60","20","1","1","発電機ＤＳ／Ｓ　１２５ＫＶＡ　１台","","2/23設置・2/27搬出","1","4.00","4.00","1","日","16500","66000","15000","60000","","","","","","0","0","0","0","2017-03-10 16:03:04","2017-03-10 16:03:04"
"61","20","1","1","サポート料","","","2","5.00","5.00","1","日","400","2000","300","1500","","","","","","0","0","0","0","2017-03-10 16:03:04","2017-03-10 16:03:04"
"62","20","1","1","基本料","","","3","1.00","1.00","11","台","2200","2200","2000","2000","","","","","","0","0","0","0","2017-03-10 16:03:04","2017-03-10 16:03:04"
"63","20","1","1","納入","","大型トラック","4","1.00","1.00","1","回","27500","27500","25000","25000","","","","","","0","0","0","0","2017-03-10 16:03:04","2017-03-10 16:03:04"
"64","20","1","1","引取","","大型トラック","5","1.00","1.00","1","回","27500","27500","25000","25000","","","","","","0","0","0","0","2017-03-10 16:03:04","2017-03-10 16:03:04"
"65","20","1","1","燃料代","","軽油配送","6","1.00","1.00","2","式","42500","42500","34000","34000","","","","","","0","0","0","0","2017-03-10 16:03:04","2017-03-10 16:03:04"
"66","20","1","16","諸経費","","","7","1.00","1.00","2","式","","13300","","11500","","","","","","0","0","0","0","2017-03-10 16:03:04","2017-03-10 16:03:04"
"67","21","1","1","ＬＥＤスポットライト　ＸＳ４１１　１４９","","CDM-T 70Wｸﾗｽ　52°拡散　4000K　ｵﾌﾎﾜｲﾄ","1","5.00","5.00","11","台","15840","79200","11520","57600","0.065","0.325","","","","0","0","1","0","2017-03-14 11:39:46","2017-03-14 11:39:46"
"68","21","1","1","ライティングレール(白)　４ｍ","","DR0214N(W)","2","2.00","2.00","15","本","4310","8620","3192","6384","0.400","0.800","","","","0","0","1","0","2017-03-14 11:39:46","2017-03-14 11:39:46"
"69","21","1","1","フィードインキャップ(白)","","DR0231N(W)","3","1.00","1.00","7","個","680","680","504","504","","","","","","0","0","0","0","2017-03-14 11:39:46","2017-03-14 11:39:46"
"70","21","1","1","エンドキャップ(白)","","DR0232N(W)","4","1.00","1.00","7","個","120","120","88","88","","","","","","0","0","0","0","2017-03-14 11:39:47","2017-03-14 11:39:47"
"71","21","1","1","ミニジョインター(白)","","DR0233NA(W)","5","1.00","1.00","7","個","470","470","348","348","","","","","","0","0","0","0","2017-03-14 11:39:47","2017-03-14 11:39:47"
"72","21","1","3","機器取付工事","","","6","1.00","1.00","2","式","17000","17000","12500","12500","","1.125","","","","4","0","0","0","2017-03-14 11:39:47","2017-03-14 11:39:47"
"73","21","1","1","配線工事","","","7","1.00","1.00","2","式","18000","18000","14000","14000","1.000","1.000","","","","0","0","0","0","2017-03-14 11:39:47","2017-03-14 11:39:47"
"74","21","1","18","消耗品雑材料","","","8","1.00","1.00","2","式","2910","2910","2076","2076","","","","","","0","0","0","0","2017-03-14 11:39:47","2017-03-14 11:39:47"
"75","21","1","16","諸経費","","","9","1.00","1.00","2","式","","16000","","12000","","","","","","0","0","0","0","2017-03-14 11:39:47","2017-03-14 11:39:47"
"76","22","1","1","万代マテリアルカフェ　スチコン電源工事","","","1","1.00","1.00","2","式","","22000","","","","","","","","0","0","0","0","2017-03-16 16:59:59","2017-03-16 16:59:59"
"77","23","1","1","パナソニック　８００ＭＨｚ帯ＰＬＬワイヤレスマイクロホン																																							","","WX-4100B","1","2.00","2.00","15","本","33500","67000","19100","38200","","","","","","0","0","0","0","2017-03-23 17:19:08","2017-03-23 17:19:08"
"78","23","1","1","UNI-PEX　ダイナミックマイクロホン																																							","","MD-56","2","2.00","2.00","15","本","9700","19400","7982","15964","","","","","","0","0","0","0","2017-03-23 17:19:08","2017-03-23 17:19:08"
"79","24","1","1","機器修理工料","","","1","1.00","1.00","2","式","18900","18900","","","","","0","","","0","0","0","0","2017-03-23 17:24:40","2017-03-23 17:24:40"
"80","24","1","1","機器脱着調整費","","","2","1.00","1.00","2","式","10000","10000","","","","","0","","","0","0","0","0","2017-03-23 17:24:40","2017-03-23 17:24:40"
"81","24","1","1","仮設機器取付調整費","","","3","1.00","1.00","2","式","18000","18000","","","","","0","","","0","0","0","0","2017-03-23 17:24:40","2017-03-23 17:24:40"
"82","24","1","16","諸経費","","","4","1.00","1.00","2","式","5100","5100","3000","3000","","","","","","0","0","0","0","2017-03-23 17:24:40","2017-03-23 17:24:40"
"83","24","1","1","","","","5","","","1","<手入力>","","","","34000","","","0","","","0","0","0","0","2017-03-23 17:24:40","2017-03-23 17:24:40"
"84","25","1","1","蛍光灯　Ｈｆ３２Ｗ×１","","","1","8.00","8.00","11","台","3000","24000","","","","","","","","0","0","0","0","2017-03-24 08:21:54","2017-03-24 08:21:54"
"85","25","1","1","１００Ｖコンセント","","","2","3.00","3.00","6","箇所","3000","9000","","","","","","","","0","0","0","0","2017-03-24 08:22:46","2017-03-24 08:22:46"
"86","26","1","1","※１階・２階共　ＬＥＤベースライト","","","1","0.00","0.00","1","<手入力>","","","","","","","","","","0","","","","2017-03-27 14:36:53","2017-03-27 14:36:53"
"87","26","1","1","ＬＥＤ一体型防湿・防雨ベースライト　２０型","","直付XLW212AENC","2","8.00","8.00","11","台","13980","111840","10800","86400","0.170","1.360","","","","0","0","0","0","2017-03-27 14:36:53","2017-03-27 14:36:53"
"88","26","1","20","取替工賃","","","3","8.00","8.00","11","台","2600","20800","1900","15200","","","","","","0","","","","2017-03-27 14:36:53","2017-03-27 14:36:53"
"89","26","1","18","消耗品雑材料","","","4","1.00","1.00","2","式","","2560","","1400","","","","","","0","","","","2017-03-27 14:36:53","2017-03-27 14:36:53"
"90","26","1","16","諸経費","","","5","1.00","1.00","2","式","","20800","","15000","","","","","","0","0","0","0","2017-03-27 14:36:53","2017-03-27 14:36:53"
"91","27","1","1","レディオックＬＥＤアイランプ３３Ｗ　昼白色","","LDR33N-H/E39W750","1","3.00","3.00","7","個","20655","61965","15300","45900","","","","","","0","0","0","0","2017-03-27 14:42:29","2017-03-27 14:42:29"
"92","27","1","1","ランプホルダー　白色","","S0/W-L14","2","3.00","3.00","7","個","3213","9639","2380","7140","0.350","1.050","","","","0","0","0","0","2017-03-27 14:42:30","2017-03-27 14:42:30"
"93","27","1","1","ガード","","GS7","3","3.00","3.00","7","個","3213","9639","2380","7140","","","","","","0","0","0","0","2017-03-27 14:42:30","2017-03-27 14:42:30"
"94","27","1","1","台座","","F5/W","4","3.00","3.00","7","個","459","1377","340","1020","","","","","","0","0","0","0","2017-03-27 14:42:30","2017-03-27 14:42:30"
"95","27","1","1","消耗品雑材料","","","7","1.00","1.00","2","式","","2380","","1800","","","","","","0","0","0","0","2017-03-27 14:42:30","2017-03-27 14:42:30"
"96","27","1","1","取替工賃","","","7","3.00","3.00","11","台","5500","16500","4000","12000","","","","","","0","0","0","0","2017-03-27 14:42:30","2017-03-27 14:42:30"
"97","27","1","16","諸経費","","","8","1.00","1.00","2","式","","15500","","12000","","","","","","0","0","0","0","2017-03-27 14:42:30","2017-03-27 14:42:30"
"98","28","1","1","レディオックＬＥＤアイランプ３３Ｗ　昼白色","","LDR33N-H/E39W750","1","2.00","2.00","7","個","20655","41310","15300","30600","","","","","","0","","","","2017-03-27 14:45:42","2017-03-27 14:45:42"
"99","28","1","1","ランプホルダ　白色","","S0/W-L14","2","2.00","2.00","7","個","3213","6426","2380","4760","0.350","0.700","","","","0","","","","2017-03-27 14:45:42","2017-03-27 14:45:42"
"100","28","1","20","取替工賃","","","3","2.00","2.00","11","台","5500","11000","4000","8000","","","","","","0","","","","2017-03-27 14:45:42","2017-03-27 14:45:42"
"101","28","1","18","消耗品雑材料","","","4","1.00","1.00","2","式","","1264","","640","","","","","","0","","","","2017-03-27 14:45:42","2017-03-27 14:45:42"
"102","28","1","16","諸経費","","","5","1.00","1.00","2","式","","9000","","7000","","","","","","0","","","","2017-03-27 14:45:42","2017-03-27 14:45:42"
"103","29","1","1","２４時間式電子式タイムスイッチ","","TB5001","1","1.00","1.00","7","個","6200","6200","4570","4570","0.210","0.210","","","","0","","","","2017-03-27 14:48:31","2017-03-27 14:48:31"
"104","29","1","20","取替工賃","","","2","1.00","1.00","11","台","3500","3500","2500","2500","","","","","","0","","","","2017-03-27 14:48:31","2017-03-27 14:48:31"
"105","29","1","18","消耗品雑材料","","","3","1.00","1.00","2","式","","300","","230","","","","","","0","","","","2017-03-27 14:48:31","2017-03-27 14:48:31"
"106","29","1","16","諸経費","","","4","1.00","1.00","2","式","","2000","","700","","","","","","0","","","","2017-03-27 14:48:31","2017-03-27 14:48:31"
"107","30","1","1","土田工業２階休憩室","","","1","1.00","1.00","2","式","","60000","","","","","","","","0","0","0","0","2017-03-27 16:05:45","2017-04-06 14:08:56"
"108","30","1","1","土田工業","","","2","1.00","1.00","2","式","","25000","","","","","","","","0","0","0","0","2017-03-27 16:06:20","2017-04-06 14:08:44"
"109","31","1","1","塚野目工場蛍光灯ＬＥＤ交換工事","","内訳は納品書の通り","1","1.00","1.00","2","式","","62000","","50500","","","","","","0","0","0","0","2017-03-28 15:18:57","2017-03-28 15:18:57"
"110","32","1","1","川口牛乳店追加工事","","内訳は納品書の通り","1","1.00","1.00","2","式","","42000","","","","","","","","0","0","0","0","2017-04-03 17:24:06","2017-04-03 17:24:58"
"111","32","1","1","川口様邸浴室換気扇取替工事","","内訳は納品書の通り","2","1.00","1.00","2","式","","16000","","","","","","","","0","0","0","0","2017-04-03 17:24:50","2017-04-03 17:24:50"
"112","33","1","1","埋込ダブルコンセント取替","","","1","1.00","1.00","7","個","1950","1950","1450","1450","","","","","","0","0","0","0","2017-04-03 17:47:23","2017-04-03 17:47:23"
"113","33","1","1","ランプホルダ","","K0/W-L14","2","2.00","2.00","7","個","2376","4752","1760","3520","","","","","","0","0","0","0","2017-04-03 17:48:24","2017-04-03 17:48:24"
"114","33","1","1","ガード","","GK4","3","2.00","2.00","7","個","756","1512","560","1120","","","","","","0","0","0","0","2017-04-03 17:49:37","2017-04-03 17:49:37"
"115","33","1","1","セルフバラスト水銀ランプ１６０Ｗ","","BHRF110V160WH","4","1.00","1.00","7","個","3618","3618","2680","2680","","","","","","0","0","0","0","2017-04-03 17:52:05","2017-04-03 17:52:05"
"116","33","1","1","消耗品雑材料","","","6","1.00","1.00","2","式","1168","1168","230","230","","","","","","0","0","0","0","2017-04-03 17:53:04","2017-04-03 17:53:04"
"117","33","1","1","看板灯修理費","","","5","1.00","1.00","2","式","8000","8000","6000","6000","","","","","","0","0","0","0","2017-04-03 17:53:50","2017-04-03 17:53:50"
"118","33","1","16","諸経費","","","7","1.00","1.00","2","式","","2000","","1500","","","","","","0","0","0","0","2017-04-03 17:54:13","2017-04-03 17:54:13"
"119","34","1","1","林町薬局休憩室エアコン取替工事","","内訳は納品書の通り","1","1.00","1.00","2","式","","86000","","","","","","","","0","0","0","0","2017-04-03 18:10:04","2017-04-03 18:10:04"
"120","30","1","1","美容室Ｈａｎａ様店舗改装工事","","","3","1.00","1.00","2","式","","55000","","","","","","","","0","0","0","0","2017-04-03 19:15:24","2017-04-03 19:15:24"
"121","30","1","1","らーめん潤新潟新店新装工事","","","4","1.00","1.00","2","式","","585000","","","","","","","","0","0","0","0","2017-04-06 14:09:29","2017-04-06 14:09:29"
"122","35","1","1","ＬＡＮケーブル配線","","ｲﾝﾌｫﾒｰｼｮﾝ～事務室　CAT5E","1","52.00","52.00","20","ｍ","310","16120","230","11960","0.012","0.624","","","","0","0","0","0","2017-04-12 13:48:54","2017-04-12 13:48:54"
"123","35","1","1","情報モジュラジャック(ＣＡＴ５Ｅ)取付","","ﾜｲﾄﾞ21","2","1.00","1.00","18","個","2420","2420","1790","1790","0.080","0.080","","","","0","0","0","0","2017-04-12 13:48:54","2017-04-12 13:48:54"
"124","35","1","1","ＬＡＮケーブルコネクタ取付","","","3","1.00","1.00","18","個","1330","1330","990","990","0.010","0.010","","","","0","0","0","0","2017-04-12 13:48:54","2017-04-12 13:48:54"
"125","35","1","1","ＬＡＮケーブル成端費","","CAT5Eﾓｼﾞｭﾗ取付","4","6.00","6.00","19","箇所","2300","13800","1700","10200","0.150","0.900","","","","0","0","0","0","2017-04-12 13:48:55","2017-04-12 13:48:55"
"126","35","1","1","ＬＡＮケーブル配線","","事務所内移動　既設ｹｰﾌﾞﾙ","2","20.00","20.00","20","ｍ","250","5000","180","3600","0.012","0.240","","","","0","0","0","0","2017-04-12 13:48:55","2017-04-12 13:48:55"
"127","35","1","1","消耗品雑材料","","","5","1.00","1.00","22","式","1330","1330","460","460","","","","","","0","0","0","0","2017-04-12 13:48:55","2017-04-12 13:48:55"
"128","35","1","1","諸経費","","","6","1.00","1.00","22","式","","5000","","4000","","","","","","0","0","0","0","2017-04-12 13:48:55","2017-04-12 13:48:55"
"129","36","1","1","新堀店舗新装工事","1","","1","1.00","1.00","22","式","","222000","","","","","","","","0","0","0","0","2017-04-15 09:55:35","2017-04-15 09:55:35"
"130","36","1","1","MATERIAL CAFE イオンモール新潟南店新装工事","1","","2","1.00","1.00","22","式","","400000","","","","","","","","0","0","0","0","2017-04-15 09:56:36","2017-04-15 09:56:36"
"131","36","1","1","メロンドゥメロン新潟店新装工事","1","","3","1.00","1.00","22","式","","146000","","","","","","","","0","0","0","0","2017-04-17 09:08:45","2017-04-17 09:08:45"
"132","37","1","1","寿司・和食一　水盤照明ランプ交換","1","","1","1.00","1.00","22","式","","5000","","","","","","","","0","0","0","0","2017-04-18 08:43:12","2017-04-18 08:43:12"
"133","37","1","1","小川様間仕切り工事","1","","2","1.00","1.00","22","式","","25000","","","","","","","","0","0","0","0","2017-04-18 08:43:54","2017-04-18 08:43:54"
"134","36","1","1","新潟南モーリーファンタジー改装工事","1","","4","1.00","1.00","22","式","","573000","","","","","","","","0","0","0","0","2017-04-26 08:59:29","2017-04-26 08:59:29"
"135","38","1","1","東三条ハイツ３０４号室改装工事","1","","1","1.00","1.00","22","式","","250000","","","","","","","","0","0","0","0","2017-04-28 09:58:20","2017-04-28 09:58:20"
"136","38","1","1","ｒｕｇｈｉｒｅ(ラフィール)様店舗新装工事","1","","2","1.00","1.00","22","式","","330000","","","","","","","","0","0","0","0","2017-04-28 10:02:05","2017-04-28 10:02:17"
"137","38","1","1","東三条ハイツ２０３号室改装工事","1","","3","1.00","1.00","22","式","","50000","","","","","","","","0","0","0","0","2017-04-28 10:03:05","2017-04-28 10:03:05"
"138","38","1","1","美容室アクア様店舗増床工事","1","","4","1.00","1.00","22","式","","150000","","","","","","","","0","0","0","0","2017-04-28 10:03:42","2017-04-28 10:03:42"
"139","38","1","1","モスバーガーとやの球場前店新装工事","1","","5","1.00","1.00","22","式","","430000","","","","","","","","0","0","0","0","2017-04-28 10:04:58","2017-04-28 10:04:58"
"140","38","1","1","福井様邸コンセント増設工事","1","","6","1.00","1.00","22","式","","6000","","","","","","","","0","0","0","0","2017-04-28 11:07:40","2017-04-28 11:07:40"
"141","39","1","1","黒川様邸ユニットバス換気扇取替工事","1","","1","1.00","1.00","22","式","","16000","","","","","","","","0","0","0","0","2017-04-28 11:14:34","2017-04-28 11:14:34"
"142","40","1","1","内田様邸改装工事","1","","1","1.00","1.00","22","式","","340000","","","","","","","","0","0","0","0","2017-05-20 07:56:35","2017-05-20 07:56:35"
"143","40","1","1","モスバーガー亀田店外部スポット取替","1","","2","1.00","1.00","22","式","","12000","","","","","","","","0","0","0","0","2017-05-20 07:57:33","2017-05-20 07:57:33"
"144","41","1","1","納品書No.2017051001","1","塚野目工場事務所内換気扇取付","1","1.00","1.00","22","式","","33000","","","","","","","","0","0","0","0","2017-05-24 10:19:29","2017-05-24 10:19:29"
"145","42","1","1","納品書No.2017050801","1","事務所アンテナ修繕","1","1.00","1.00","22","式","","114000","","","","","","","","0","0","0","0","2017-05-24 11:55:33","2017-05-24 11:55:33"
"146","42","1","1","納品書No.2017051701","1","丸山様邸電気工事","2","1.00","1.00","22","式","","47000","","","","","","","","0","0","0","0","2017-05-24 11:56:09","2017-05-24 11:56:09"
"147","43","1","1","富士型器具　FHF32W×2　定格出力型","1","FSA42001FVPN9","1","3.00","3.00","21","台","9180","27540","4770","14310","","","","","","0","0","0","0","2017-05-25 09:43:38","2017-05-25 09:43:38"
"148","43","1","1","取替工賃","1","","2","3.00","3.00","21","台","2000","6000","1500","4500","","","","","","0","0","0","0","2017-05-25 09:43:38","2017-05-25 09:43:38"
"149","43","1","1","富士型器具　FHF32W×1　定格出力型","1","FSA41038FVPN9","3","1.00","1.00","21","台","6180","6180","3200","3200","","","","","","0","0","0","0","2017-05-25 09:43:38","2017-05-25 09:43:38"
"150","43","1","1","取替工賃","1","","4","1.00","1.00","21","台","1600","1600","1300","1300","","","","","","0","0","0","0","2017-05-25 09:43:38","2017-05-25 09:43:38"
"151","43","1","1","消耗品雑材料","1","","5","1.00","1.00","22","式","1680","1680","690","690","","","","","","0","0","0","0","2017-05-25 09:43:38","2017-05-25 09:43:38"
"152","43","1","1","諸経費","1","","6","1.00","1.00","22","式","4000","4000","2500","2500","","","","","","0","0","0","0","2017-05-25 09:43:39","2017-05-25 09:43:39"
