"19","875","","6353","191000","33000","","600000","仕入材料,岡田電気産業(株),B1673,76647,外注費,(株)作新工業,O1603,140000","","2016-12-03 09:01:24","2016-12-03 11:35:30"
"20","892","","600","2200","4800","","42000","仕入材料,岡田電気産業(株),B1681,21400","","2016-12-03 14:53:46","2016-12-03 15:37:11"
"21","874","","500","1100","2400","","25800","仕入材料,岡田電気産業(株),B1672,10500","","2016-12-03 14:56:42","2016-12-03 15:37:41"
"22","879","","","7200","","","","仕入材料,岡田電気産業(株),B1691,500","","2016-12-06 16:04:06","2016-12-06 16:15:45"
"23","884","","","4400","","","","","","2016-12-06 16:07:27","2016-12-06 16:07:27"
"24","888","","","11000","","","","仕入材料,岡田電気産業(株),B1687,747","","2016-12-06 16:10:12","2016-12-06 16:10:12"
"25","895","4219","781","32000","6000","43000","77000","仕入材料,岡田電気産業(株),B1686,2719,外注費,村山電気,M1631,1500","","2016-12-14 11:24:13","2017-07-29 17:26:13"
"26","903","10000","300","1995","1700","13995","18000","仕入材料,岡田電気産業(株),B1692,7000,外注費,村山電気,O1604,3000","","2016-12-14 11:24:30","2017-02-09 13:43:15"
"27","904","9400","500","1463","1100","12463","25800","仕入材料,岡田電気産業(株),B1693,9400","","2016-12-14 11:24:43","2017-02-09 13:42:42"
"28","910","0","800","7200","2000","10000","25000","","","2016-12-14 11:35:10","2017-07-29 17:18:17"
"29","905","0","","2937","","2937","","","","2017-01-14 13:29:00","2017-02-09 13:41:55"
"30","906","0","","1463","","1463","","","","2017-01-14 13:31:31","2017-02-09 13:40:09"
"31","912","5843","","6142","","11985","","仕入材料,岡田電気産業(株),B1695,5843","","2017-01-14 13:34:13","2017-02-09 13:41:20"
"32","915","9400","100","1500","1000","12000","25800","仕入材料,岡田電気産業(株),A1703,9400","","2017-01-19 17:43:07","2017-01-20 10:22:53"
"33","872","652770","10230","550000","182000","1395000","2360000","仕入材料,岡田電気産業(株),B1670,605876,出庫,岡田電気産業(株),B1671,894,外注費,村山電気,M1701,46000","","2017-01-20 10:48:24","2017-01-20 11:03:31"
"34","914","652200","5800","362000","100000","1120000","1600000","仕入材料,岡田電気産業(株),B1697,198940,外注費,浅野防災工業(株),A1729,298000,外注費,村山電気,M1702,110000,出庫,岡田電気産業(株),A1718,45260","","2017-02-20 08:06:38","2017-02-20 16:25:26"
"35","917","0","","2000","1000","3000","6000","","","2017-03-06 19:37:35","2017-03-06 19:38:43"
"36","881","37139","861","34000","6000","78000","85000","仕入材料,岡田電気産業(株),B1676,29154,出庫,岡田電気産業(株),A1698,7922,出庫,岡田電気産業(株),B1671,63","","2017-03-06 19:51:27","2017-03-06 19:59:26"
"37","918","7203","797","0","2000","10000","30000","仕入材料,岡田電気産業(株),A1704,2703,外注費,村山電気,M1703,4500","","2017-03-06 20:15:51","2017-03-06 20:20:54"
"38","848","1355952","24048","62000","178000","1620000","1810000","仕入材料,岡田電気産業(株),B1655,176952,仕入材料,(株)オスト,B1685,900000,外注費,浅野防災工業(株),B1699,45000,外注費,村山電気,M1629,234000","","2017-03-06 20:41:27","2017-03-07 08:51:04"
"39","889","50300","1700","3000","11000","66000","105000","仕入材料,岡田電気産業(株),B1680,44300,外注費,村山電気,M1630,6000","","2017-03-06 20:42:19","2017-03-06 20:47:31"
"40","919","533474","16526","11000","68000","629000","762000","仕入材料,岡田電気産業(株),A1705,91928,仕入材料,(株)オスト,A1717,271346,外注費,村山電気,M1704,126000,出庫,岡田電気産業(株),A1718,44200","","2017-03-07 13:27:00","2017-03-07 13:35:13"
"41","920","1500","500","3000","1000","6000","10000","外注費,村山電気,M1705,1500","","2017-03-07 13:42:13","2017-03-07 13:42:13"
"42","921","564786","17214","15000","72000","669000","889000","仕入材料,岡田電気産業(株),A1708,65337,仕入材料,(株)オスト,A1715,320507,外注費,村山電気,M1706,150000,出庫,岡田電気産業(株),A1718,28500,出庫,岡田電気産業(株),B1671,442","","2017-03-07 13:56:17","2018-01-10 09:32:41"
"43","922","5288","712","7200","2400","15600","19500","仕入材料,岡田電気産業(株),A1709,5288","","2017-03-07 14:04:35","2017-03-07 14:04:35"
"44","923","6440","160","4400","2000","13000","18000","仕入材料,岡田電気産業(株),A1711,6440","","2017-03-07 14:22:51","2017-03-07 14:27:03"
"45","924","630","170","1000","400","2200","5000","仕入材料,岡田電気産業(株),A1712,630","","2017-03-07 14:32:23","2017-03-07 14:32:23"
"46","925","7120","380","8000","2000","17500","22000","仕入材料,岡田電気産業(株),A1714,7120","","2017-03-07 15:12:21","2017-06-01 10:47:00"
"47","928","43221","779","21000","7000","72000","80000","仕入材料,岡田電気産業(株),A1725,43221","","2017-03-07 15:14:29","2018-01-10 09:41:03"
"48","815","155853","3147","140000","34000","333000","580000","仕入材料,岡田電気産業(株),B1622,110853,外注費,浅野防災工業(株),O1611,45000","","2017-03-09 15:19:52","2017-03-09 15:19:52"
"49","801","250877","4123","175000","65000","495000","678000","仕入材料,岡田電気産業(株),B1610,157877,外注費,ときわ設備（株）,B1625,13000,外注費,ヨコセＡＶシステム(株),O1601,80000","","2017-03-09 15:23:47","2017-03-09 15:23:47"
"50","802","319049","4711","99000","40000","462760","650000","仕入材料,岡田電気産業(株),B1609,188049,外注費,ときわ設備（株）,B1624,25000,外注費,須戸デンキ,B1628,10000,外注費,村山電気,M1605,36000,外注費,浅野防災工業(株),O1610,60000","","2017-03-09 15:25:04","2017-03-09 15:25:04"
"51","783","0","200","2400","1000","3600","7000","","","2017-03-09 15:26:41","2017-03-09 15:26:41"
"52","798","58616","1705","58200","22800","141321","193000","仕入材料,岡田電気産業(株),B1614,44616,外注費,村山電気,M1604,14000","","2017-03-09 15:28:34","2017-03-09 15:28:34"
"53","806","1155","845","22000","5000","29000","63000","仕入材料,岡田電気産業(株),B1618,1155","","2017-03-09 15:31:47","2017-03-09 15:31:47"
"54","795","31605","1395","12000","4000","49000","68000","外注費,村山電気,M1606,11000,出庫,岡田電気産業(株),A1698,20605","","2017-03-09 15:35:19","2017-03-09 15:35:19"
"55","837","26205","795","28000","5000","60000","82000","仕入材料,岡田電気産業(株),B1634,21885,出庫,岡田電気産業(株),A1698,4320","","2017-03-09 15:36:32","2017-03-09 15:36:32"
"56","821","71000","1785","16000","6000","94785","105000","仕入材料,岡田電気産業(株),B1631,58000,出庫,岡田電気産業(株),A1698,13000","","2017-03-09 15:38:08","2017-03-09 15:38:08"
"57","820","4900","1100","3000","1000","10000","20000","仕入材料,岡田電気産業(株),B1630,4900","","2017-03-09 15:39:52","2017-03-09 15:39:52"
"58","800","4760","240","3000","1500","9500","14000","仕入材料,岡田電気産業(株),B1635,760,外注費,村山電気,M1607,4000","","2017-03-09 15:41:04","2017-03-09 15:41:04"
"59","787","1344","504","11600","3400","16848","29000","仕入材料,岡田電気産業(株),B1611,1344","","2017-03-09 15:43:29","2017-03-09 15:43:29"
"60","810","7000","1000","5000","2600","15600","21500","外注費,村山電気,M1608,7000","","2017-03-09 15:50:01","2017-03-09 15:50:01"
"61","808","0","100","2500","400","3000","4500","","","2017-03-09 15:51:09","2017-03-09 15:51:09"
"62","828","11700","585","25000","5000","42285","55000","出庫,岡田電気産業(株),A1698,11700","","2017-03-09 15:52:56","2017-03-09 15:52:56"
"63","833","1702","298","9000","1000","12000","22000","仕入材料,岡田電気産業(株),B1642,1702","","2017-03-09 15:54:13","2017-03-09 15:54:13"
"64","832","7542","458","7000","2000","17000","25000","仕入材料,岡田電気産業(株),B1641,7542","","2017-03-09 15:55:19","2017-03-09 15:55:19"
"65","786","119543","1457","18000","10000","149000","170000","仕入材料,岡田電気産業(株),B1654,73002,外注費,村山電気,M1609,3000,出庫,岡田電気産業(株),A1698,43541","","2017-03-09 15:59:37","2017-03-09 15:59:37"
"66","845","33000","","0","3000","36000","40000","外注費,(株)ケンオウ,O1602,33000","","2017-03-09 16:03:45","2017-03-09 16:03:45"
"67","825","19344","656","14000","5000","39000","101000","仕入材料,岡田電気産業(株),B1648,19344","","2017-03-09 16:04:37","2017-03-09 16:04:37"
"68","956","62400","2600","9000","15000","89000","156000","仕入材料,岡田電気産業(株),A1748,62400","","2017-03-27 15:08:26","2017-03-27 15:12:11"
"69","957","58719","3281","6000","14000","82000","117000","仕入材料,岡田電気産業(株),A1747,58719","","2017-03-27 15:30:08","2017-03-27 15:33:21"
"70","958","38526","1974","2500","9000","52000","69000","仕入材料,岡田電気産業(株),A1746,38526","","2017-03-27 15:30:18","2017-03-27 15:37:40"
"71","959","4355","645","2000","1000","8000","12000","仕入材料,岡田電気産業(株),A1745,4355","","2017-03-27 15:30:28","2017-03-27 15:41:30"
"72","936","44000","500","2500","3000","50000","62000","仕入材料,岡田電気産業(株),A1722,42000,外注費,須戸デンキ,O1706,2000","","2017-03-28 15:23:23","2017-03-28 15:26:48"
"73","961","28274","726","11000","4000","44000","55000","仕入材料,岡田電気産業(株),A1750,3310,外注費,村山電気,O1710,21000,出庫,岡田電気産業(株),A1772,3964","","2017-03-29 08:44:30","2017-04-03 18:27:44"
"74","934","14109","891","1500","1500","18000","23000","仕入材料,岡田電気産業(株),A1734,7960,外注費,須戸デンキ,O1705,6000,出庫,岡田電気産業(株),B1671,149","","2017-03-29 09:21:08","2017-06-01 15:05:38"
"75","954","54163","","0","8837","63000","86400","仕入材料,インカムショップ,A1753,38200,仕入材料,上新電機（株）,A1754,15963","","2017-03-29 09:39:27","2017-03-29 10:09:52"
"76","944","174150","5150","35000","25000","239300","278000","仕入材料,岡田電気産業(株),A1732,93150,外注費,小柳電気,O1701,20000,外注費,須戸デンキ,O1702,17000,外注費,(株)ケンオウ,O1711,27000,外注費,村山電気,O1712,17000","","2017-03-29 09:58:37","2018-01-10 09:52:10"
"77","945","146721","2279","0","22000","171000","181000","仕入材料,(株)安藤プロパン,A1739,33221,,(株)アクティオ,R1701,113500","","2017-03-29 10:05:03","2017-03-29 10:06:39"
"78","916","207389","6611","175000","58000","447000","585000","仕入材料,岡田電気産業(株),A1707,178327,仕入材料,ムサシ,A1770,13160,外注費,村山電気,M1708,3000,出庫,岡田電気産業(株),A1756,9000,出庫,岡田電気産業(株),A1774,1170,出庫,岡田電気産業(株),B1671,2732","","2017-03-30 14:16:41","2017-04-06 14:49:11"
"79","926","4000","1000","19000","3000","27000","40000","仕入材料,岡田電気産業(株),A1713,4000","","2017-03-30 14:19:59","2017-06-01 11:12:05"
"80","927","260373","4627","8000","41000","314000","500000","仕入材料,岡田電気産業(株),A1716,147654,外注費,村山電気,M1727,107000,出庫,岡田電気産業(株),A1719,1656,出庫,岡田電気産業(株),B1671,4063","","2017-03-30 14:20:20","2017-06-01 11:33:22"
"81","929","13130","870","18000","5000","37000","73000","仕入材料,岡田電気産業(株),A1721,13011,出庫,岡田電気産業(株),B1671,119","","2017-03-30 14:20:38","2017-06-01 11:43:48"
"82","930","82452","2548","130000","30000","245000","300000","仕入材料,岡田電気産業(株),A1755,28658,外注費,村山電気,M1726,38000,外注費,須戸デンキ,O1704,7000,出庫,岡田電気産業(株),----,8794","","2017-03-30 14:25:25","2018-01-10 09:43:00"
"83","931","202140","2860","2500","31000","238500","329000","仕入材料,(株)オスト,A1720,202140","","2017-03-30 14:25:38","2017-06-01 14:55:29"
"84","935","2760","240","1500","1500","6000","20000","仕入材料,岡田電気産業(株),A1724,760,外注費,村山電気,M1728,2000","","2017-03-30 14:26:15","2017-06-01 15:11:35"
"85","937","115548","5452","27000","22000","170000","222000","仕入材料,岡田電気産業(株),A1723,47965,仕入材料,POSTTA(ネットSHOP),A1735,1823,仕入材料,(株)オスト,A1738,25760,外注費,村山電気,M1709,18000,外注費,須戸デンキ,O1708,22000","","2017-03-30 14:29:59","2018-01-10 09:47:52"
"86","938","303678","5322","30000","40000","379000","400000","仕入材料,岡田電気産業(株),A1726,145368,仕入材料,POSTTA(ネットSHOP),A1736,4079,外注費,村山電気,M1710,143000,出庫,岡田電気産業(株),A1719,9657,出庫,岡田電気産業(株),B1671,1574","","2017-03-30 14:30:10","2018-01-10 09:48:25"
"87","939","25176","","","2824","28000","34000","仕入材料,コネクトオンライン,A1727,25176","","2017-03-30 14:30:26","2017-06-01 16:12:44"
"88","940","45000","","","5000","50000","66000","外注費,ヨコセＡＶシステム(株),A1728,45000","","2017-03-30 14:30:39","2017-06-01 16:36:06"
"89","941","0","","1500","1000","2500","5000","","","2017-03-30 14:31:08","2017-04-18 08:56:59"
"90","942","250000","","","25000","275000","390000","外注費,ヨコセＡＶシステム(株),A1730,250000","","2017-03-30 14:31:18","2017-06-01 17:01:02"
"91","943","190","2810","12000","3000","18000","33000","仕入材料,岡田電気産業(株),A1761,190","","2017-03-30 14:31:30","2017-06-03 07:50:55"
"92","946","58174","1826","42000","15000","117000","146000","仕入材料,岡田電気産業(株),A1733,33785,外注費,須戸デンキ,O1709,24000,出庫,岡田電気産業(株),B1671,389","","2017-03-30 14:31:43","2017-04-17 09:08:05"
"93","947","276106","8894","49000","50000","384000","573000","仕入材料,岡田電気産業(株),A1740,26106,外注費,村山電気,M1711,244000,出庫,岡田電気産業(株),A1757,6000","","2017-03-30 14:31:59","2017-04-26 09:51:13"
"94","948","485775","7225","6000","75000","574000","340000","仕入材料,岡田電気産業(株),A1741,231775,外注費,村山電気,M1796,254000","","2017-03-30 14:35:07","2018-01-10 11:08:24"
"95","949","57628","2372","90000","23000","173000","250000","仕入材料,岡田電気産業(株),A1742,36128,外注費,村山電気,M1797,5500,外注費,須戸デンキ,O1707,16000","","2017-03-30 14:35:20","2018-01-12 08:32:12"
"96","950","53628","1372","13000","5000","73000","86000","仕入材料,岡田電気産業(株),A1760,50620,出庫,岡田電気産業(株),A1767,630,出庫,岡田電気産業(株),A1773,2378","","2017-03-30 14:35:30","2017-04-03 18:36:55"
"97","951","109677","3323","56000","26000","195000","330000","仕入材料,岡田電気産業(株),A1743,28077,外注費,村山電気,M1753,37000,出庫,岡田電気産業(株),A1762,29900,出庫,岡田電気産業(株),A1763,14700","","2017-03-30 14:37:59","2017-09-12 09:41:09"
"98","952","63110","1890","15000","12000","92000","126000","仕入材料,(株)オスト,A1749,63110","","2017-03-30 14:38:11","2018-01-12 08:41:17"
"99","953","137480","4520","51000","29000","222000","328000","仕入材料,岡田電気産業(株),A1744,42680,外注費,村山電気,M1718,91000,出庫,岡田電気産業(株),----,3800","","2017-03-30 14:38:22","2017-05-26 11:44:10"
"100","955","34000","","","4000","38000","52000","外注費,ヨコセＡＶシステム(株),O1703,34000","","2017-03-30 14:38:35","2018-01-12 09:01:24"
"101","960","74025","1975","5500","12500","94000","146000","仕入材料,岡田電気産業(株),A1751,48125,外注費,村山電気,M1719,23000,出庫,岡田電気産業(株),----,2900","","2017-03-30 14:38:48","2017-05-26 13:44:25"
"102","962","138897","2103","28000","33000","202000","439000","仕入材料,岡田電気産業(株),A1775,17097,外注費,村山電気,M1730,98000,出庫,岡田電気産業(株),----,23800","","2017-03-30 14:39:00","2017-06-29 15:32:41"
"103","963","7500","500","1000","1000","10000","16000","仕入材料,岡田電気産業(株),A1759,7500","","2017-03-30 14:39:11","2018-01-12 09:15:47"
"104","964","4175964","4036","134000","150000","4464000","4500000","仕入材料,岡田電気産業(株),A1758,758064,仕入材料,(株)オスト,A1795,2695000,外注費,村山電気,M1735,39000,外注費,東北電気保安協会　燕三条事業所,O1715,55900,外注費,須戸デンキ,O1717,122000,外注費,小柳電気,O1718,250000,外注費,(株)小杉電機,O1719,256000","","2017-03-30 14:39:19","2017-07-07 09:39:17"
"105","965","18502","498","2500","3500","25000","58000","仕入材料,岡田電気産業(株),A1764,5520,仕入材料,(株)トリオコーポレーション,A1765,7770,外注費,村山電気,M1707,5000,出庫,岡田電気産業(株),A1766,212","","2017-03-30 14:39:29","2017-04-03 17:21:01"
"106","966","1875","2125","26000","3000","33000","45000","仕入材料,岡田電気産業(株),A1771,1003,仕入材料,ヤマダ電機,A1779,872","","2017-04-03 07:50:44","2017-04-10 16:41:40"
"107","967","5500","2000","2500","3000","13000","25000","外注費,村山電気,M1712,5500","","2017-04-06 07:50:55","2017-04-18 09:05:10"
"108","968","13751","449","10000","3800","28000","50000","仕入材料,岡田電気産業(株),A1780,13751","","2017-04-06 07:52:57","2017-09-12 10:26:03"
"109","969","8328","672","3000","2000","14000","25000","仕入材料,岡田電気産業(株),A1776,2328,外注費,村山電気,M1720,6000","","2017-04-07 16:01:39","2017-05-26 14:04:25"
"110","970","7000","1000","5000","2000","15000","25000","外注費,村山電気,M1723,7000","","2017-04-07 16:02:40","2018-01-12 09:34:25"
"111","971","19194","806","10000","4000","34000","54000","仕入材料,岡田電気産業(株),A1782,756,外注費,村山電気,M1721,15000,出庫,岡田電気産業(株),----,2900,出庫,岡田電気産業(株),A1777,538","","2017-04-08 07:46:00","2017-05-26 14:29:24"
"112","972","54100","900","39000","14000","108000","150000","仕入材料,岡田電気産業(株),A1778,31740,仕入材料,(株)オスト,A1783,9360,外注費,村山電気,M1756,13000","","2017-04-10 11:39:38","2017-09-12 10:23:02"
"113","973","0","1000","3000","1000","5000","7000","","","2017-04-10 16:13:44","2017-05-26 14:34:40"
"114","974","139045","1955","149000","44000","334000","430000","仕入材料,岡田電気産業(株),A1781,42105,仕入材料,ムサシ,A1784,1550,外注費,村山電気,M1755,86000,出庫,岡田電気産業(株),----,9390","","2017-04-12 13:44:29","2017-09-12 10:17:34"
"115","975","2500","500","0","1000","4000","6000","外注費,村山電気,M1754,2500","","2017-04-13 07:44:46","2017-09-12 10:13:04"
"116","976","0","","","","0","","","","2017-04-20 10:49:37","2017-04-20 10:49:37"
"117","977","0","","","","0","","","","2017-04-20 10:50:05","2017-04-20 10:50:05"
"118","978","0","","","","0","","","","2017-04-20 10:50:47","2017-04-20 10:50:47"
"119","979","859127","13080","169000","160000","1201207","1420000","仕入材料,岡田電気産業(株),B1721,277114,仕入材料,岡田電気産業(株),B1748,509120,外注費,村山電気,M1766,58000,外注費,東北電力(株),O1713,7686,外注費,須戸デンキ,O1731,7000,出庫,岡田電気産業(株),----,207","","2017-04-21 08:43:50","2018-01-12 09:45:23"
"120","980","19186","814","9000","3000","32000","47000","仕入材料,岡田電気産業(株),A1788,2542,外注費,村山電気,M1717,11000,出庫,岡田電気産業(株),----,5644","","2017-04-26 07:41:21","2017-05-24 11:51:47"
"121","981","14640","660","2200","2500","20000","33000","仕入材料,岡田電気産業(株),A1785,11440,外注費,村山電気,M1715,3200","","2017-04-26 07:44:10","2017-05-24 10:06:03"
"122","982","3500","1000","2500","1000","8000","11000","外注費,村山電気,M1722,3500","","2017-04-26 07:48:31","2017-05-26 15:00:17"
"123","983","0","500","4000","1000","5500","10500","","","2017-05-01 07:53:12","2017-05-31 16:22:36"
"124","984","0","500","4500","1000","6000","10000","","","2017-05-02 07:40:55","2017-05-31 15:24:09"
"125","985","5500","500","6000","1000","13000","9000","外注費,村山電気,M1752,5500","","2017-05-08 07:47:35","2017-09-07 11:04:56"
"126","986","51127","1873","9000","5000","67000","75000","仕入材料,岡田電気産業(株),B1757,14227,外注費,村山電気,M1768,12000,,(株)アクティオ,B1763,24900","","2017-05-08 07:48:39","2017-11-07 08:20:29"
"127","987","2000","500","1000","2500","6000","11000","外注費,村山電気,M1713,2000","","2017-05-08 07:50:29","2017-05-31 16:24:56"
"128","988","2000","1500","1000","2500","7000","11000","外注費,村山電気,M1714,2000","","2017-05-08 07:51:43","2017-05-31 16:26:38"
"129","913","51784","1716","7500","7000","68000","114000","仕入材料,岡田電気産業(株),B1696,40784,外注費,村山電気,M1716,11000","","2017-05-09 07:48:03","2017-05-24 10:49:18"
"130","989","17510","490","2500","2500","23000","47000","仕入材料,岡田電気産業(株),A1786,17510","","2017-05-09 07:50:06","2017-05-25 09:47:01"
"131","990","12311","689","9500","3500","26000","34000","仕入材料,岡田電気産業(株),A1787,9000,仕入材料,コメリ,A1789,3311","","2017-05-09 08:32:42","2018-01-12 10:07:47"
"132","991","0","","","","0","","","","2017-05-10 16:42:08","2017-05-10 16:42:08"
"133","992","20027","973","26000","6000","53000","80000","仕入材料,岡田電気産業(株),A1791,16827,外注費,村山電気,M1734,3200","","2017-05-12 07:54:07","2017-07-07 08:21:45"
"134","993","27179","821","0","6000","34000","46000","仕入材料,岡田電気産業(株),A1792,755,外注費,村山電気,M1731,26000,出庫,岡田電気産業(株),----,424","","2017-05-12 07:57:58","2017-06-29 15:43:47"
"135","994","0","1000","5000","1000","7000","11000","","","2017-05-13 07:47:06","2018-01-12 10:14:19"
"136","995","2500","500","","1000","4000","12000","外注費,村山電気,M1798,2500","","2017-05-13 07:54:18","2018-01-12 10:25:04"
"137","996","1786","514","7500","1200","11000","15000","仕入材料,岡田電気産業(株),A1790,1786","","2017-05-13 07:56:42","2017-05-31 16:13:20"
"138","997","9000","1000","0","2000","12000","18000","外注費,村山電気,M1732,9000","","2017-05-15 07:14:37","2017-06-29 15:54:14"
"139","998","0","500","1500","500","2500","5000","","","2017-05-17 07:42:09","2017-05-31 16:20:42"
"140","885","0","","","","0","","","","2017-05-17 11:04:00","2017-05-17 11:04:00"
"141","999","3200","100","2200","500","6000","9000","外注費,村山電気,M1724,3200","","2017-05-17 11:04:23","2017-05-31 16:15:38"
"142","1000","18000","1000","10000","6000","35000","53000","外注費,村山電気,M1733,18000","","2017-05-18 07:44:20","2017-06-29 16:12:27"
"143","1001","163479","2521","28000","30000","224000","350000","仕入材料,岡田電気産業(株),A1793,68151,仕入材料,(株)オスト,A1797,9328,外注費,村山電気,M1736,86000","","2017-05-18 07:47:18","2017-07-28 16:13:58"
"144","1002","0","","","","0","","","","2017-05-22 07:45:16","2017-05-22 07:45:16"
"145","1003","0","500","2000","500","3000","5000","","","2017-05-22 07:48:10","2017-05-31 15:15:42"
"146","1004","100490","1658","23000","25000","150148","220000","仕入材料,岡田電気産業(株),A1794,27456,外注費,村山電気,M1729,70000,出庫,岡田電気産業(株),----,3034","","2017-05-22 08:19:44","2018-01-12 10:35:21"
"147","1005","0","","4000","1000","5000","10000","","","2017-05-23 07:48:47","2020-02-14 16:46:54"
"148","1006","7220","180","2000","900","10300","13000","仕入材料,岡田電気産業(株),A1796,7220","","2017-05-23 07:53:16","2017-05-31 15:37:21"
"149","1007","10569","931","5500","2000","19000","30000","外注費,村山電気,M1725,7500,出庫,岡田電気産業(株),----,3069","","2017-05-24 07:38:02","2017-05-31 15:41:05"
"150","1008","17512","488","25000","6000","49000","80000","仕入材料,岡田電気産業(株),B1703,15622,出庫,岡田電気産業(株),----,1890","","2017-05-24 07:40:40","2017-07-06 16:32:06"
"151","1009","98748","2252","22000","20000","143000","265000","仕入材料,岡田電気産業(株),A1798,53000,仕入材料,(株)オスト,A1799,4748,外注費,村山電気,M1737,41000","","2017-05-25 07:39:15","2017-07-28 16:42:15"
"152","1010","2500","500","9000","2000","14000","10000","外注費,村山電気,M1799,2500","","2017-05-25 07:48:54","2018-01-12 10:43:52"
"153","1011","0","100","2400","500","3000","5700","","","2017-05-25 07:52:55","2017-05-31 15:51:02"
"154","1012","0","5000","1500","700","7200","10500","","","2017-05-29 07:42:54","2017-05-31 15:58:35"
"155","1013","386860","6140","38000","65000","496000","720000","仕入材料,岡田電気産業(株),B1702,131860,外注費,村山電気,M17100,255000","","2017-05-30 07:40:12","2018-01-12 11:26:01"
"156","1014","386","114","2200","300","3000","5000","仕入材料,岡田電気産業(株),B1701,386","","2017-05-30 07:44:15","2017-05-31 16:56:28"
"157","1015","810","90","3200","800","4900","6700","仕入材料,岡田電気産業(株),B1700,810","","2017-05-30 07:51:16","2017-06-21 14:58:17"
"158","1016","0","","","","0","","","","2017-05-31 07:54:30","2017-05-31 07:54:30"
"159","1017","0","","","","0","","","","2017-06-01 08:28:15","2017-06-01 08:28:15"
"160","1018","0","","","","0","","","","2017-06-01 08:32:55","2017-06-01 08:32:55"
"161","1019","0","","160000","16000","176000","64815","","","2017-06-01 15:39:58","2018-01-12 11:34:43"
"162","1020","0","","","","0","","","","2017-06-07 11:51:20","2017-06-07 11:51:20"
"163","1021","2010484","29516","57000","420000","2517000","3100000","仕入材料,岡田電気産業(株),B1705,525802,仕入材料,(株)オスト,B1706,778030,仕入材料,theWirelessUSA(ネットSHOP),B1722,8444,仕入材料,PURPLE7(ネットSHOP),B1723,3004,仕入材料,ヤマダ電機,B1742,10204,外注費,村山電気,M1741,400000,外注費,浅野防災工業(株),O1722,165000,外注費,須戸デンキ,O1728,120000","","2017-06-07 11:57:58","2018-01-12 11:43:04"
"164","1022","26519","1481","61000","18000","107000","460000","仕入材料,岡田電気産業(株),B1707,10664,外注費,村山電気,M1738,15000,出庫,岡田電気産業(株),----,855","","2017-06-09 16:06:47","2017-07-28 17:22:07"
"165","1023","0","500","1000","1000","2500","5000","","","2017-06-09 16:17:32","2017-07-06 16:41:11"
"166","1024","3321","179","2000","500","6000","8000","仕入材料,岡田電気産業(株),B1704,3321","","2017-06-20 07:39:57","2017-07-06 17:06:05"
"167","1025","5000","","","1000","6000","10000","外注費,浅野防災工業(株),O1714,5000","","2017-06-23 13:57:53","2017-07-28 18:06:55"
"168","1026","48000","","","5000","53000","73000","外注費,ヨコセＡＶシステム(株),O1729,48000","","2017-06-23 13:59:52","2018-01-12 11:52:30"
