"12","4","1","1","","換気設備工事","","","","","","","2","1.00","1.00","2","式","","56000.0","","41000.0","1.680","2.560","8","","0","","","","2017-02-20 16:57:51","2017-02-20 17:17:29"
"13","5","1","1","","照明器具","","","","","","","1","1.00","1.00","2","式","","363000.0","","289867.0","0.000","0.000","17","","0","","","","2017-02-20 17:20:54","2017-02-20 17:45:02"
"15","5","1","1","","換気設備工事","","","","","","","3","1.00","1.00","2","式","","80000.0","","67000.0","1.400","3.100","8","","0","0","0","0","2017-02-20 18:14:48","2017-03-06 10:03:27"
"16","5","1","1","","電気設備追加分","","","","","","","4","1.00","1.00","2","式","","26000.0","","22000.0","0.764","1.016","12","","0","0","0","0","2017-02-20 18:47:21","2017-03-13 16:57:24"
"17","6","1","1","","アンテナ・ドアホン・換気扇機器","","","","","","","1","1.00","1.00","2","式","","102200.0","","79210.0","0.000","0.000","18","","0","0","0","0","2017-03-03 09:07:23","2017-03-03 10:26:00"
"18","6","1","1","","","","","","","","","2","1.00","1.00","1","<手入力>","","","","","","","","","0","0","0","0","2017-03-03 10:27:43","2017-03-03 10:27:43"
"19","6","1","1","","値引","","","","","","","3","1.00","1.00","2","式","","-2200","","","","","","","0","0","0","0","2017-03-03 10:28:08","2017-03-03 10:28:21"
"20","7","1","1","","フルカラームードスイッチＣ","","","","","","WN576259","3","1.00","1.00","7","個","4275","4275","3420","3420","","","","","0","0","0","0","2017-03-04 09:11:19","2017-11-24 17:31:37"
"21","7","1","18","","消耗品雑材料","","","","","","","4","1.00","1.00","2","式","125","125","80","80","","","","","0","0","0","0","2017-03-04 09:13:12","2017-11-24 17:31:37"
"22","7","1","410","","取替工賃","410","1","","","","","5","1.00","1.00","1","式","2000","2000","1500","1500","","","","","0","0","0","1","2017-03-04 09:13:38","2018-01-06 08:07:48"
"23","7","1","410","","諸経費","410","1","","","","","6","1.00","1.00","1","式","","1000","","700","","","","","0","0","0","1","2017-03-04 09:14:16","2018-01-06 08:07:55"
"24","8","1","1","","電力計器復旧費","","","","","","","1","1.00","1.00","11","台","4000","4000","3000","3000","","","","","0","0","0","0","2017-03-04 09:18:11","2017-03-04 09:18:11"
"25","8","1","16","","諸経費","","","","","","","2","1.00","1.00","2","式","","600","","400","","","","","0","0","0","0","2017-03-04 09:18:37","2017-03-04 09:18:37"
"26","9","1","1","","庭園灯取替","","","","","","※器具支給品","1","1.00","1.00","11","台","3500","3500","2000","2000","","","","","0","0","0","0","2017-03-04 09:22:47","2017-03-04 09:22:47"
"27","9","1","16","","諸経費","","","","","","","2","1.00","1.00","2","式","","500","","300","","","","","0","0","0","0","2017-03-04 09:23:16","2017-03-04 09:23:16"
"28","10","1","1","","動力配線","","","","","","CV5.5sq-4C","1","1.00","1.00","6","箇所","9500","9500","7100","7100","0.330","0.330","","","0","0","0","0","2017-03-16 16:45:04","2017-03-16 16:51:35"
"29","10","1","1","","接地３Ｐ２０Ａ引掛埋込コンセント取付","","","","","","プレート共","2","1.00","1.00","7","個","3500","3500","2583","2583","0.135","0.135","","","0","0","0","0","2017-03-16 16:47:40","2017-03-16 16:47:40"
"30","10","1","1","","動力盤結線費","","","","","","既設予備ブレーカー使用","3","1.00","1.00","2","式","3000","3000","2200","2200","0.200","0.200","","","0","0","0","0","2017-03-16 16:50:16","2017-03-16 16:50:16"
"31","10","1","1","","養生費","","","","","","","4","1.00","1.00","2","式","1500","1500","1000","1000","0.080","0.080","","","0","0","0","0","2017-03-16 16:51:07","2017-03-16 16:51:07"
"32","10","1","18","","消耗品雑材料","","","","","","","5","1.00","1.00","2","式","500","500","117","117","","","","","0","0","0","0","2017-03-16 16:52:14","2017-03-16 16:52:14"
"33","10","1","16","","諸経費","","","","","","","6","1.00","1.00","2","式","","4000","","3000","","","","","0","0","0","0","2017-03-16 16:52:50","2017-03-16 16:52:50"
"34","11","1","1","","パナソニック　８００ＭＨｚ帯ＰＬＬワイヤレスマイクロホン																																							","","","","","","WX-4100B","1","2.00","2.00","15","本","33500","67000","19100","38200","","","","","0","0","0","0","2017-03-23 17:11:27","2017-03-23 17:11:27"
"35","11","1","1","","UNI-PEX　ダイナミックマイクロホン																																							","","","","","","MD-56","2","2.00","2.00","15","本","9700","19400","7982","15964","","","","","0","0","0","0","2017-03-23 17:17:18","2017-03-23 17:17:18"
"36","12","1","1","","ＬＥＤ蛍光管　１１０Ｗ形　４６００ｌｍ　５０００Ｋ","","","","","","ｵｰﾃﾞﾘｯｸ　NO310B","1","4.00","4.00","15","本","12600","50400","10500","42000","","","","","0","0","0","0","2017-03-28 15:11:39","2017-03-28 15:11:39"
"37","12","1","1","","蛍光管取替及び器具改造費","","","","","","2灯用","2","2.00","2.00","11","台","3500","7000","2500","5000","","","","","0","0","0","0","2017-03-28 15:13:06","2017-03-28 15:13:06"
"38","12","1","18","","消耗品雑材料","","","","","","","3","1.00","1.00","2","式","","600","","300","","","","","0","0","0","0","2017-03-28 15:14:01","2017-03-28 15:14:01"
"39","12","1","16","","諸経費","","","","","","","4","1.00","1.00","2","式","","4000","","3200","","","","","0","0","0","0","2017-03-28 15:14:46","2017-03-28 15:14:46"
"40","13","1","1","","サーキュレーター用電源工事","","","","","","一部モール配線","1","1.00","1.00","6","箇所","7600","7600","5600","5600","","","","","0","0","0","0","2017-04-03 17:16:10","2017-04-03 17:16:10"
"41","13","1","1","","スピーカー配線","","","","","","","2","2.00","2.00","6","箇所","5400","10800","4000","8000","","","","","0","0","0","0","2017-04-03 17:16:10","2017-04-03 17:16:10"
"42","13","1","1","","天井埋込型スピーカー取付","","","","","","WS-6500A+WS-6520","3","1.00","1.00","11","台","8100","8100","6000","6000","","","","","0","0","0","0","2017-04-03 17:16:10","2017-04-03 17:16:10"
"43","13","1","1","","壁掛スピーカー取付","","","","","","WS-2030A","4","1.00","1.00","11","台","8300","8300","5700","5700","","","","","0","0","0","0","2017-04-03 17:16:10","2017-04-03 17:16:10"
"44","13","1","18","","消耗品雑材料","","","","","","","5","1.00","1.00","2","式","1200","1200","700","700","","","","","0","0","0","0","2017-04-03 17:16:10","2017-04-03 17:16:10"
"45","13","1","1","","諸経費","","","","","","","6","1.00","1.00","2","式","","6000","","4000","","","","","0","0","0","0","2017-04-03 17:16:10","2017-04-03 17:16:10"
"46","14","1","1","","天井埋込形換気扇取替　ユニットバス用","","","","","","FY-17C6U","1","1.00","1.00","11","台","13600","13600","10060","10060","","","","","0","0","0","0","2017-04-03 17:18:24","2017-04-03 17:18:24"
"47","14","1","1","","消耗品雑材料","","","","","","","2","1.00","1.00","2","式","400","400","240","240","","","","","0","0","0","0","2017-04-03 17:18:24","2017-04-03 17:18:24"
"48","14","1","16","","諸経費","","","","","","","3","1.00","1.00","2","式","","2000","","1700","","","","","0","0","0","0","2017-04-03 17:18:24","2017-04-03 17:18:24"
"49","15","1","1","","日立ルームエアコン　2.5kW　８帖用","","","","","","XRASAJ25FW","1","1.00","1.00","11","台","60000","60000","48000","48000","","","","","0","","","","2017-04-03 18:05:28","2017-04-03 18:05:28"
"50","15","1","1","","エアコン取替工事費","","","","","","配管配線材料共　撤去処分共","2","1.00","1.00","2","式","18000","18000","14000","14000","","","","","0","","","","2017-04-03 18:05:28","2017-04-03 18:05:28"
"51","15","1","18","","消耗品雑材料","","","","","","","3","1.00","1.00","2","式","","2000","","1500","","","","","0","","","","2017-04-03 18:05:28","2017-04-03 18:05:28"
"52","15","1","16","","諸経費","","","","","","","4","1.00","1.00","2","式","","6000","","4500","","","","","0","","","","2017-04-03 18:05:28","2017-04-03 18:05:28"
"53","16","1","1","","電気設備工事","1","","","","","","1","1.00","1.00","22","式","","193000.0","","142000.0","3.258","7.120","20","","0","0","0","0","2017-04-15 08:57:27","2017-04-15 09:44:43"
"54","16","1","1","","諸経費","1","","","","","","2","1.00","1.00","22","式","","29000","","22000","","","","","0","0","0","0","2017-04-15 09:45:22","2017-04-15 09:45:22"
"55","17","1","7","","電気設備工事","1","","","","","","1","1.00","1.00","22","式","","122000.0","","90000.0","2.858","6.811","16","","0","0","0","0","2017-04-17 08:39:54","2017-04-17 09:04:55"
"56","17","1","1","","諸経費","1","","","","","","2","1.00","1.00","22","式","","24000","","18000","","","","","0","0","0","0","2017-04-17 09:05:43","2017-04-17 09:05:43"
"57","18","1","1","","電気設備工事","1","","","","","","1","1.00","1.00","22","式","","498000.0","","368000.0","0.000","0.000","26","","0","0","0","0","2017-04-26 08:06:13","2017-04-26 08:54:03"
"58","18","1","1","","諸経費","1","","","","","","2","1.00","1.00","22","式","","75000","","55000","","","","","0","0","0","0","2017-04-26 08:54:52","2017-04-26 08:54:52"
"59","19","1","1","","既設アンテナ撤去処分費","1","","","","","","1","1.00","1.00","22","式","3000","3000","3000","3000","","","","","0","0","0","0","2017-05-17 11:08:31","2017-05-17 11:20:04"
"60","19","1","1","","壁付地デジアンテナ取付　２６素子相当","1","","","","","U2SWL26BE","2","1.00","1.00","21","台","14400","14400","10650","10650","","","","","0","0","0","0","2017-05-17 11:11:30","2017-05-17 11:11:30"
"61","19","1","1","","アンテナ配線","1","","","","","アンテナ～分配器　S-5C-FB","3","1.00","1.00","22","式","4500","4500","3300","3300","","","","","0","0","0","0","2017-05-17 11:16:05","2017-05-17 11:16:05"
"62","19","1","1","","２分配器取付","1","","","","","2DMLS","4","1.00","1.00","18","個","6750","6750","5000","5000","","","","","0","0","0","0","2017-05-17 11:17:01","2017-05-17 11:17:01"
"63","19","1","1","","消耗品雑材料","1","","","","","","5","1.00","1.00","22","式","1350","1350","1050","1050","","","","","0","0","0","0","2017-05-17 11:18:58","2017-05-17 11:18:58"
"64","19","1","1","","諸経費","1","","","","","","6","1.00","1.00","22","式","4000","4000","3000","3000","","","","","0","0","0","0","2017-05-17 11:19:38","2017-05-17 11:19:38"
"65","20","1","1","","配線工事費","1","","","","","","1","1.00","1.00","22","式","3500","3500","2500","2500","0.250","0.250","","","0","0","0","0","2017-05-17 11:26:44","2017-05-17 11:37:19"
"66","20","1","1","","蛍光灯器具取付","1","","","","","※器具支給品","2","1.00","1.00","22","式","5500","5500","4000","4000","0.350","0.350","","","0","0","0","0","2017-05-17 11:31:46","2017-05-17 11:38:44"
"67","20","1","1","","消耗品雑材料","1","","","","","","3","1.00","1.00","22","式","700","700","500","500","","","","","0","0","0","0","2017-05-17 11:32:36","2017-05-17 11:39:49"
"68","20","1","1","","諸経費","1","","","","","","4","1.00","1.00","22","式","1300","1300","1000","1000","","","","","0","0","0","0","2017-05-17 11:34:06","2017-05-17 11:40:08"
"69","21","1","1","","ダウンライト取替６台","1","","","","","※器具支給品","1","1.00","1.00","22","式","9000","9000","6000","6000","","","","","0","0","0","0","2017-05-17 14:27:30","2017-05-17 14:32:11"
"70","21","1","8","","諸経費","1","","","","","","2","1.00","1.00","22","式","2000","2000","1000","1000","","","","","0","0","0","0","2017-05-17 14:32:28","2017-05-17 14:32:28"
"71","22","1","1","","配線工事","1","","","","","","1","1.00","1.00","22","式","3000","3000","2000","2000","","","","","0","0","0","0","2017-05-17 14:42:07","2017-05-17 14:44:59"
"72","22","1","1","","ライティングダクト取付","1","","","","","※器具支給品","2","1.00","1.00","27","本","5000","5000","3500","3500","0.300","0.300","","","0","0","0","0","2017-05-17 14:43:34","2017-05-17 14:45:45"
"73","22","1","1","","スポットライト取付","1","","","","","※器具支給品","3","2.00","2.00","21","台","750","1500","500","1000","","","","","0","0","0","0","2017-05-17 14:44:29","2017-05-17 14:46:20"
"74","22","1","1","","諸経費","1","","","","","","4","1.00","1.00","22","式","1500","1500","1000","1000","","","","","0","0","0","0","2017-05-17 14:46:53","2017-05-17 14:47:28"
"75","23","1","1","","不良個所調査費","1","","","","","","1","1.00","1.00","22","式","3000","3000","2000","2000","","","","","0","0","0","0","2017-05-17 14:54:38","2017-05-17 14:59:55"
"76","23","1","1","","同軸ケーブル接続部修理","1","","","","","接栓取替","2","1.00","1.00","22","式","3000","3000","2000","2000","","","","","0","0","0","0","2017-05-17 14:55:55","2017-05-17 14:55:55"
"77","23","1","1","","既存アンテナ撤去処分費","1","","","","","","3","1.00","1.00","22","式","3000","3000","2000","2000","","","","","0","0","0","0","2017-05-17 14:56:33","2017-05-17 14:56:33"
"78","23","1","1","","諸経費","1","","","","","","4","1.00","1.00","22","式","1500","1500","1000","1000","","","","","0","0","0","0","2017-05-17 14:58:25","2017-05-17 14:58:25"
"79","24","1","1","","ケーブル断線修理","1","","","","","途中ボックス内接続","1","1.00","1.00","22","式","5000","5000","3500","3500","","","","","0","0","0","0","2017-05-17 15:03:50","2017-05-17 15:03:50"
"80","25","1","1","","天井埋込形換気扇取付","1","","","","","FY-27S7","1","1.00","1.00","21","台","18920","18920","14010","14010","0.350","0.350","","","0","0","0","0","2017-05-24 10:00:10","2017-05-24 10:00:10"
"81","25","1","1","","ＳＵＳ１５０Φ丸型フード取付","1","","","","","B-150MVS-P","2","1.00","1.00","18","個","3220","3220","2380","2380","0.100","0.100","","","0","0","0","0","2017-05-24 10:01:29","2017-05-24 10:01:29"
"82","25","1","1","","ダクト工事","1","","","","","ｱﾙﾐﾌﾚｷﾀﾞｸﾄ150Φ","3","1.00","1.00","22","式","6750","6750","5000","5000","0.350","0.350","","","0","0","0","0","2017-05-24 10:02:34","2017-05-24 10:02:34"
"83","25","1","1","","消耗品雑材料","1","","","","","","4","1.00","1.00","22","式","1110","1110","610","610","","","","","0","0","0","0","2017-05-24 10:03:15","2017-05-24 10:03:15"
"84","25","1","1","","諸経費","1","","","","","","5","1.00","1.00","22","式","3000","3000","2000","2000","","","","","0","0","0","0","2017-05-24 10:03:41","2017-05-24 10:03:41"
"85","26","1","1","","既存アンテナ撤去処分費","1","","","","","","1","1.00","1.00","22","式","4000","4000","3000","3000","0.250","0.250","","","0","0","0","0","2017-05-24 10:30:01","2017-05-24 10:31:41"
"86","26","1","1","","20素子UHFアンテナ取付","1","","","","","U206","2","1.00","1.00","21","台","8200","8200","6050","6050","0.250","0.250","","","0","0","0","0","2017-05-24 10:31:22","2017-05-24 10:33:57"
"87","26","1","1","","1.82M／25.4mmZAMマスト取付","1","","","","","M182Z","3","1.00","1.00","27","本","2700","2700","2000","2000","0.090","0.090","","","0","0","0","0","2017-05-24 10:33:32","2017-05-24 10:33:32"
"88","26","1","1","","45CmアルミBSアンテナ取付","1","","","","","BC45R","4","1.00","1.00","21","台","11300","11300","8350","8350","0.350","0.350","","","0","0","0","0","2017-05-24 10:35:14","2017-05-24 10:35:14"
"89","26","1","1","","BS用サイドベース取付","1","","","","","SBM45E","5","1.00","1.00","18","個","7870","7870","5830","5830","0.130","0.130","","","0","0","0","0","2017-05-24 10:36:08","2017-05-24 10:36:08"
"90","26","1","1","","衛星ミキサー取付","1","","","","","MXHCWD","6","1.00","1.00","18","個","7060","7060","5230","5230","0.230","0.230","","","0","0","0","0","2017-05-24 10:37:33","2017-05-24 10:37:33"
"91","26","1","1","","埋込ホーム用テレビコンセント取付","1","","","","","ワイド21　端末用","7","3.00","3.00","18","個","3200","9600","2370","7110","0.133","0.399","","","0","0","0","0","2017-05-24 10:40:03","2017-05-24 10:40:03"
"92","26","1","1","","埋込ホーム用テレビコンセント取付","1","","","","","ワイド21　中継用","8","3.00","3.00","18","個","3580","10740","2650","7950","0.150","0.450","","","0","0","0","0","2017-05-24 10:41:09","2017-05-24 10:41:09"
"93","26","1","1","","埋込ダブルコンセント取付","1","","","","","ワイド21","9","3.00","3.00","18","個","1100","3300","810","2430","0.054","0.162","","","0","0","0","0","2017-05-24 10:42:21","2017-05-24 10:42:21"
"94","26","1","1","","電源供給器取付","1","","","","","BPS5","10","1.00","1.00","18","個","8240","8240","6100","6100","0.054","0.054","","","0","0","0","0","2017-05-24 10:43:34","2017-05-24 10:43:34"
"95","26","1","1","","VU/BS分波器","1","","","","","CSR7D-P","11","3.00","3.00","18","個","1620","4860","1200","3600","","","","","0","0","0","0","2017-05-24 10:44:32","2017-05-24 10:44:32"
"96","26","1","1","","25Cm窓用換気扇取付及び電源工事","1","","","","","FY-25WF2","12","1.00","1.00","21","台","24000","24000","17800","17800","0.300","0.300","","","0","0","0","0","2017-05-24 10:46:00","2017-05-24 10:46:00"
"97","26","1","1","","消耗品雑材料","1","","","","","","13","1.00","1.00","22","式","2130","2130","1550","1550","","","","","0","0","0","0","2017-05-24 10:46:43","2017-05-24 10:46:43"
"98","26","1","1","","諸経費","1","","","","","","14","1.00","1.00","22","式","10000","10000","7000","7000","","","","","0","0","0","0","2017-05-24 10:47:30","2017-05-24 10:47:30"
"99","27","1","1","","エアコン処分料","1","","","","","","1","1.00","1.00","21","台","3000","3000","2000","2000","","","","","0","0","0","0","2017-05-24 11:21:48","2017-05-24 11:21:48"
"100","27","1","1","","埋込スイッチB+ダブルコンセント取替","1","","","","","WTF10025W+WT5001+WT3003W+WTC7101W","2","2.00","2.00","24","組","2800","5600","2070","4140","","","","","0","0","0","0","2017-05-24 11:23:15","2017-05-24 11:23:15"
"101","27","1","1","","埋込ほたるスイッチC取替","1","","","","","WT50529+WT3021W+WT3700+WTC7101W","3","2.00","2.00","24","組","2070","4140","1530","3060","","","","","0","0","0","0","2017-05-24 11:32:21","2017-05-24 11:32:21"
"102","27","1","1","","埋込ダブルコンセント取替","1","","","","","WTF1502WK+WTF7003W","4","3.00","3.00","24","組","1350","4050","1000","3000","","","","","0","0","0","0","2017-05-24 11:34:13","2017-05-24 11:34:13"
"103","27","1","1","","ドアホン取付","1","","","","","※器具支給品","5","1.00","1.00","24","組","4700","4700","3500","3500","","","","","0","0","0","0","2017-05-24 11:47:32","2017-05-24 11:47:32"
"104","27","1","1","","エアコン室外機移設","1","","","","","化粧カバー、部材含む","6","1.00","1.00","21","台","20000","20000","15000","15000","","","","","0","0","0","0","2017-05-24 11:49:04","2017-05-24 11:49:31"
"105","27","1","1","","消耗品雑材料","1","","","","","","7","1.00","1.00","22","式","1510","1510","1300","1300","","","","","0","0","0","0","2017-05-24 11:50:02","2017-05-24 11:50:02"
"106","27","1","1","","諸経費","1","","","","","","8","1.00","1.00","22","式","4000","4000","3000","3000","","","","","0","0","0","0","2017-05-24 11:50:20","2017-05-24 11:50:20"
"107","28","1","1","","富士型器具　FHF32W×2　定格出力型","1","","","","","FSA42001FVPN9","1","3.00","3.00","21","台","9180","27540","4770","14310","","","","","0","0","0","0","2017-05-25 09:43:42","2017-05-25 09:43:42"
"108","28","1","1","","取替工賃","1","","","","","","2","3.00","3.00","21","台","2000","6000","1500","4500","","","","","0","0","0","0","2017-05-25 09:43:42","2017-05-25 09:43:42"
"109","28","1","1","","富士型器具　FHF32W×1　定格出力型","1","","","","","FSA41038FVPN9","3","1.00","1.00","21","台","6180","6180","3200","3200","","","","","0","0","0","0","2017-05-25 09:43:42","2017-05-25 09:43:42"
"110","28","1","1","","取替工賃","1","","","","","","4","1.00","1.00","21","台","1600","1600","1300","1300","","","","","0","0","0","0","2017-05-25 09:43:42","2017-05-25 09:43:42"
"111","28","1","1","","消耗品雑材料","1","","","","","","5","1.00","1.00","22","式","1680","1680","690","690","","","","","0","0","0","0","2017-05-25 09:43:42","2017-05-25 09:43:42"
"112","28","1","1","","諸経費","1","","","","","","6","1.00","1.00","22","式","4000","4000","2500","2500","","","","","0","0","0","0","2017-05-25 09:43:42","2017-05-25 09:43:42"
"113","29","1","1","","電気設備工事","1","","","","","","1","1.00","1.00","22","式","","285000.0","","210000.0","7.000","13.561","17","","0","0","0","0","2017-05-26 11:06:11","2017-05-26 11:42:09"
"114","29","1","1","","諸経費","1","","","","","","2","1.00","1.00","22","式","","43000","","31000","","","","","0","0","0","0","2017-05-26 11:42:47","2017-05-26 11:42:47"
"115","30","1","7","","電気設備工事","1","","","","","","1","1.00","1.00","22","式","","127000.0","","93000.0","4.296","5.022","18","","0","0","0","0","2017-05-26 11:53:19","2017-05-26 13:42:08"
"116","30","1","1","","諸経費","1","","","","","","2","1.00","1.00","22","式","","19000","","14000","","","","","0","0","0","0","2017-05-26 13:42:34","2017-05-26 13:42:34"
"117","31","1","1","","電気設備工事","1","","","","","","1","1.00","1.00","22","式","","22000.0","","16000.0","0.472","1.060","6","","0","0","0","0","2017-05-26 13:53:55","2017-05-26 14:02:53"
"118","31","1","1","","諸経費","1","","","","","","2","1.00","1.00","22","式","","3000","","2000","","","","","0","0","0","0","2017-05-26 14:03:23","2017-05-26 14:03:23"
"119","32","1","7","","電気設備工事","1","","","","","","1","1.00","1.00","22","式","","49000.0","","36000.0","1.848","2.796","8","","0","0","0","0","2017-05-26 14:11:49","2017-05-26 14:27:40"
"120","32","1","1","","諸経費","1","","","","","","2","1.00","1.00","22","式","","5000","","3000","","","","","0","0","0","0","2017-05-26 14:28:24","2017-05-26 14:28:24"
"121","33","1","1","","排気ファン電源配線及び接続費","1","","","","","","1","1.00","1.00","22","式","7000","7000","5000","5000","","","","","0","0","0","0","2017-05-26 14:36:10","2017-05-26 14:36:10"
"122","34","1","1","","行灯電源配線","1","","","","","夜間割増含む","1","1.00","1.00","22","式","11000","11000","8000","8000","","","","","0","0","0","0","2017-05-26 15:01:53","2017-05-26 15:01:53"
"123","35","1","1","","電気設備工事","1","","","","","","1","1.00","1.00","22","式","","31000.0","","23000.0","0.410","1.610","5","","0","0","0","0","2017-05-26 15:31:52","2017-05-26 15:35:18"
"124","35","1","1","","","1","","","","","","2","","","1","<手入力>","","","","","","","","","0","0","0","0","2017-05-26 15:36:09","2017-05-26 15:36:09"
"125","35","1","1","","出精値引","1","","","","","","3","1.00","1.00","22","式","","-6000","","","","","","","0","0","0","0","2017-05-26 15:36:36","2017-05-26 15:36:36"
"126","36","1","1","","照明器具取替","1","","","","","※器具支給品","1","2.00","2.00","21","台","2000","4000","1430","2860","0.130","0.260","","","0","0","0","0","2017-05-31 14:46:03","2017-05-31 14:46:03"
"127","36","1","1","","コンセント配線(アース付)　※露出","1","","","","","VVF1.6mm-3C、2号モール","2","1.00","1.00","19","箇所","5400","5400","4000","4000","0.175","0.175","","","0","0","0","0","2017-05-31 14:51:16","2017-05-31 14:56:36"
"128","36","1","1","","モールボックス取付","1","","","","","１個用","3","1.00","1.00","18","個","1800","1800","1330","1330","0.100","0.100","","","0","0","0","0","2017-05-31 14:52:17","2017-05-31 14:52:17"
"129","36","1","1","","埋込アースターミナル付ダブルコンセント取付","1","","","","","フルカラー　樹脂Ｐ","4","1.00","1.00","18","個","1570","1570","1160","1160","0.067","0.067","","","0","0","0","0","2017-05-31 14:53:39","2017-05-31 14:53:39"
"130","36","1","1","","消耗品雑材料","1","","","","","","5","1.00","1.00","22","式","630","630","550","550","","","","","0","0","0","0","2017-05-31 14:54:57","2017-05-31 14:54:57"
"131","36","1","1","","諸経費","1","","","","","","6","1.00","1.00","22","式","1600","1600","1100","1100","","","","","0","0","0","0","2017-05-31 14:58:00","2017-05-31 14:58:00"
"132","37","1","1","","蛍光灯安定器取替","1","","","","","※器具支給品","1","2.00","2.00","21","台","4000","8000","3000","6000","","","","","0","0","0","0","2017-05-31 15:06:00","2017-05-31 15:06:00"
"133","37","1","1","","諸経費","1","","","","","","2","1.00","1.00","22","式","","1000","","700","","","","","0","0","0","0","2017-05-31 15:12:33","2017-05-31 15:12:33"
"134","38","1","1","","照明器具取替","1","","","","","※器具支給品","1","1.00","1.00","21","台","3000","3000","1650","1650","","","","","0","0","0","0","2017-05-31 15:18:27","2017-05-31 15:18:27"
"135","38","1","1","","スイッチ取替","1","","","","","","2","1.00","1.00","18","個","1290","1290","950","950","0.070","0.070","","","0","0","0","0","2017-05-31 15:19:19","2017-05-31 15:19:19"
"136","38","1","1","","消耗品雑材料","1","","","","","","3","1.00","1.00","22","式","210","210","100","100","","","","","0","0","0","0","2017-05-31 15:19:57","2017-05-31 15:19:57"
"137","38","1","1","","諸経費","1","","","","","","4","1.00","1.00","22","式","","500","","300","","","","","0","0","0","0","2017-05-31 15:20:17","2017-05-31 15:20:17"
"138","39","1","1","","天井埋込形換気扇取替","1","","","","","※器具支給品","1","1.00","1.00","21","台","7500","7500","5500","5500","0.490","0.490","","","0","0","0","0","2017-05-31 15:27:35","2017-05-31 15:27:35"
"139","39","1","1","","養生費","1","","","","","","2","1.00","1.00","22","式","1500","1500","500","500","","","","","0","0","0","0","2017-05-31 15:28:39","2017-05-31 15:28:39"
"140","39","1","1","","諸経費","1","","","","","","3","1.00","1.00","22","式","","1000","","500","","","","","0","0","0","0","2017-05-31 15:29:07","2017-05-31 15:29:07"
"141","40","1","1","","高圧ナトリウムランプ360W","1","","","","","NH360FLS","1","1.00","1.00","27","本","8700","8700","7220","7220","","","","","0","0","0","0","2017-05-31 15:34:10","2017-05-31 15:34:10"
"142","40","1","1","","消耗品雑材料","1","","","","","","2","1.00","1.00","22","式","300","300","180","180","","","","","0","0","0","0","2017-05-31 15:34:31","2017-05-31 15:34:31"
"143","40","1","1","","取替工賃","1","","","","","※高所作業","3","1.00","1.00","22","式","3000","3000","2000","2000","","","","","0","0","0","0","2017-05-31 15:35:07","2017-05-31 15:35:07"
"144","40","1","1","","諸経費","1","","","","","","4","1.00","1.00","22","式","","1000","","600","","","","","0","0","0","0","2017-05-31 15:35:39","2017-05-31 15:35:39"
"145","41","1","1","","エアコン取付費","1","","","","","※機器支給品","1","1.00","1.00","21","台","20000","20000","15000","15000","","","","","0","0","0","0","2017-05-31 15:43:27","2017-05-31 15:43:27"
"146","41","1","1","","電源工事","1","","","","","専用回路","2","1.00","1.00","22","式","10000","10000","7000","7000","","","","","0","0","0","0","2017-05-31 15:44:45","2017-05-31 15:44:45"
"147","42","1","1","","ダウンライト安定器取替","1","","","","","※器具支給品","1","2.00","2.00","21","台","2500","5000","1500","3000","","","","","0","0","0","0","2017-05-31 15:48:18","2017-05-31 15:48:38"
"148","42","1","1","","諸経費","1","","","","","","2","1.00","1.00","22","式","700","700","500","500","","","","","0","0","0","0","2017-05-31 15:49:40","2017-05-31 15:49:40"
