"19","14","1","WB-12AG","ウオルボックス　屋根付　グレー","5040.00","0.4500","1","","","","0.1000","2017-11-18 10:24:58","2017-11-18 10:24:58"
"20","14","1","NE103CA3P100A","サーキットブレーカ・協約形","11500.00","0.5600","1","","","","0.6000","2017-11-18 10:24:58","2017-11-18 10:24:58"
"21","15","1","","電灯用幹線分岐ケーブル","117160.00","","1","","","","1.2500","2017-11-18 10:32:53","2017-11-18 10:32:53"
"22","16","1","","動力用幹線分岐ケーブル","102060.00","","1","","","","1.1000","2017-11-18 10:37:16","2017-11-18 10:37:16"
"23","17","1","","高所作業車","1650.00","","1","","","","","2017-12-18 15:42:03","2017-12-18 15:42:03"
"24","17","1","","処分費","300.00","","1","","","","","2017-12-18 15:42:03","2017-12-18 15:42:03"
"25","17","1","","取付費","","","1","","","","0.1500","2017-12-18 15:42:03","2017-12-18 15:42:03"
"26","17","1","","撤去費","","","1","","","","0.0450","2017-12-18 15:42:03","2017-12-18 15:42:03"
"27","18","1","","取付費","","","1","","","","0.1500","2017-12-18 15:44:36","2017-12-18 15:44:36"
"28","18","1","","撤去費","","","1","","","","0.0450","2017-12-18 15:44:36","2017-12-18 15:44:36"
"29","18","1","","処分費","","","1","","","","","2017-12-18 15:44:36","2017-12-18 15:44:36"
"30","19","1","","取付費","","","1","","","","0.1300","2017-12-18 15:46:15","2017-12-18 15:46:15"
"31","19","1","","撤去費","","","1","","","","0.0390","2017-12-18 15:46:15","2017-12-18 15:46:15"
"32","19","1","","処分費","","","1","","","","","2017-12-18 15:46:15","2017-12-18 15:46:15"
"33","20","1","","取付費","","","1","","","","0.1500","2017-12-18 15:48:31","2017-12-18 15:48:31"
"34","20","1","","撤去費","","","1","","","","0.0450","2017-12-18 15:48:31","2017-12-18 15:48:31"
"35","20","1","","処分費","","","1","","","","","2017-12-18 15:48:31","2017-12-18 15:48:31"
"36","20","1","","高所作業車","","","1","","","","","2017-12-18 15:48:31","2017-12-18 15:48:31"
"37","21","1","","取付費","","","1","","","","0.2500","2017-12-18 15:50:26","2017-12-18 15:50:26"
"38","21","1","","撤去費","","","1","","","","0.0750","2017-12-18 15:50:26","2017-12-18 15:50:26"
"39","21","1","","処分費","","","1","","","","","2017-12-18 15:50:26","2017-12-18 15:50:26"
"40","22","1","","取付費","","","1","","","","0.1300","2017-12-18 15:51:50","2017-12-18 15:51:50"
"41","22","1","","撤去費","","","1","","","","0.0390","2017-12-18 15:51:50","2017-12-18 15:51:50"
"42","22","1","","処分費","","","1","","","","","2017-12-18 15:51:50","2017-12-18 15:51:50"
"43","23","1","","取付費","","","1","","","","0.1000","2017-12-18 16:01:07","2017-12-18 16:01:07"
"44","23","1","","撤去費","","","1","","","","0.0300","2017-12-18 16:01:07","2017-12-18 16:01:07"
"45","23","1","","処分費","","","1","","","","","2017-12-18 16:01:07","2017-12-18 16:01:07"
"46","24","1","","取付費","","","1","","","","0.0500","2017-12-18 16:02:43","2017-12-18 16:02:43"
"47","24","1","","撤去費","","","1","","","","0.0150","2017-12-18 16:02:43","2017-12-18 16:02:43"
"48","24","1","","処分費","","","1","","","","","2017-12-18 16:02:43","2017-12-18 16:02:43"
"49","25","1","","取付費","","","1","","","","0.1000","2017-12-18 16:04:11","2017-12-18 16:04:11"
"50","25","1","","撤去費","","","1","","","","0.0300","2017-12-18 16:04:11","2017-12-18 16:04:11"
"51","25","1","","処分費","","","1","","","","","2017-12-18 16:04:11","2017-12-18 16:04:11"
"52","26","1","","取付費","","","1","","","","0.1300","2017-12-18 16:05:25","2017-12-18 16:05:25"
"53","26","1","","撤去費","","","1","","","","","2017-12-18 16:05:25","2017-12-18 16:05:25"
"54","26","1","","処分費","","","1","","","","","2017-12-18 16:05:25","2017-12-18 16:05:25"
"55","27","1","","取付費","","","1","","","","0.1300","2017-12-18 16:06:38","2017-12-18 16:06:38"
"56","27","1","","撤去費","","","1","","","","0.0390","2017-12-18 16:06:38","2017-12-18 16:06:38"
"57","27","1","","処分費","","","1","","","","","2017-12-18 16:06:38","2017-12-18 16:06:38"
"58","28","1","","取付費","","","1","","","","0.1300","2017-12-18 16:07:45","2017-12-18 16:07:45"
"59","28","1","","撤去費","","","1","","","","0.0390","2017-12-18 16:07:45","2017-12-18 16:07:45"
"60","28","1","","処分費","","","1","","","","","2017-12-18 16:07:45","2017-12-18 16:07:45"
"61","29","1","","取付費","","","1","","","","0.1300","2017-12-18 16:09:30","2017-12-18 16:09:30"
"62","29","1","","撤去費","","","1","","","","0.0390","2017-12-18 16:09:30","2017-12-18 16:09:30"
"63","29","1","","処分費","","","1","","","","","2017-12-18 16:09:30","2017-12-18 16:09:30"
"64","30","1","","取付費","","","1","","","","0.1500","2017-12-18 16:11:02","2017-12-18 16:11:02"
"65","30","1","","撤去費","","","1","","","","0.0450","2017-12-18 16:11:02","2017-12-18 16:11:02"
"66","30","1","","高所作業車","","","1","","","","","2017-12-18 16:11:02","2017-12-18 16:11:02"
"67","30","1","","処分費","","","1","","","","","2017-12-18 16:11:02","2017-12-18 16:11:02"
"68","31","1","","取付費","","","1","","","","0.1300","2017-12-18 16:12:46","2017-12-18 16:12:46"
"69","31","1","","撤去費","","","1","","","","0.0390","2017-12-18 16:12:46","2017-12-18 16:12:46"
"70","31","1","","高所作業車","","","1","","","","","2017-12-18 16:12:46","2017-12-18 16:12:46"
"71","31","1","","処分費","","","1","","","","","2017-12-18 16:12:46","2017-12-18 16:12:46"
"72","32","1","","コンセント配線延長","42.00","","5","","","","0.0100","2018-01-09 14:59:34","2018-01-09 14:59:34"
"73","32","1","","TV配線延長","40.00","","5","","","","0.0160","2018-01-09 14:59:34","2018-01-09 14:59:34"
"74","32","1","","TEL配線延長","33.00","","5","","","","0.0160","2018-01-09 14:59:34","2018-01-09 14:59:34"
"75","32","1","","LAN配線延長","33.00","","5","","","","0.0160","2018-01-09 14:59:34","2018-01-09 14:59:34"
"76","32","1","","トリプルコンセント脱着","","","1","","","","0.0760","2018-01-09 14:59:34","2018-01-09 14:59:34"
"77","32","1","","TVターミナル脱着","","","1","","","","0.2100","2018-01-09 14:59:34","2018-01-09 14:59:34"
"78","32","1","","TELモジュラジャック脱着","","","1","","","","0.0760","2018-01-09 14:59:34","2018-01-09 14:59:34"
"79","32","1","","LANモジュラジャック脱着","","","1","","","","0.0760","2018-01-09 14:59:34","2018-01-09 14:59:34"
"80","33","1","","配線延長","40.00","","5","","","","0.0100","2018-01-09 15:12:14","2018-01-09 15:12:14"
"81","33","1","","埋込スイッチB","255.00","","1","","","","0.0540","2018-01-09 15:12:14","2018-01-09 15:12:14"
"82","34","796","SBP","パネルボックス　１ケ用","260.00","","1","112.00","3","3","0.1000","2018-03-15 15:23:00","2018-03-15 15:23:00"
